title,text,write_by,domain,language,method,LLM_model,label
Yom Kippur War,"On the Syrian front, skirmishes and artillery exchanges continued taking place. Shuttle diplomacy by Henry Kissinger eventually produced a disengagement agreement, which was signed on May 31, 1974. The agreement called for a separation of forces between Israel and Syria, as well as the establishment of a United Nations buffer zone in the Golan Heights.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Everett, Massachusetts","There were 15,435 households out of which 27.6% had children under the age of 18 living with them, 41.8% were married couples living together, 15.2% had a female householder with no husband present, and 38.4% were non-families. The average household size was 2.52 and the average family size was 3.19. The population of Everett was spread out, with 22.6% under the age of 18, 9.0% from 18 to 24, 31.8% from 25 to 44, 23.5% from 45 to 64, and 13.1% who were 65 years of age or older. The median age was 37 years. For every 100 females, there were 92.4 males. For every 100 females age 18 and over, there were 88.8 males.",Ai,Wikipedia,English,Continue,gemini-pro,0
Interstate 35,"I-35 northbound begins at a traffic-signaled intersection with Business Spur I-35 in Laredo, Texas, just north of the Rio Grande and the international border between Mexico and the US. It has a concurrency with U.S. Route 83 (US 83) on its way to San Antonio where it splits off to travel north and US 83 travels southeast towards the Gulf of Mexico.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Piscataway, New Jersey","The name Piscataway may be derived from the area's original Native American residents, transplants from near the Piscataqua River defining the coastal border between New Hampshire and Maine. The local Native American village of Sannax was a satellite village of Metedeconk, comprising the majority of the community's population and holding a record of voters in Hunterdon County, New Jersey.",Ai,Wikipedia,English,Continue,gemini-pro,0
John Hancock,"Hancock served in Congress through some of the darkest days of the Revolutionary War. The British drove Washington from New York and New Jersey in 1776, which prompted Congress to flee to Baltimore, Maryland. Hancock oversaw the defense of the city until being recalled to Philadelphia. He then supported the Continental Army's winter encampment at Valley Forge, where he encouraged the soldiers and provided supplies.",Ai,Wikipedia,English,Continue,gemini-pro,0
Mike Easley,"A Democrat, Easley ran unsuccessfully in that party's 1990 primary for the U.S. Senate; he lost to former Charlotte mayor Harvey Gantt, who himself went on to lose the general election in a close race to incumbent Republican Jesse Helms. Easley was subsequently elected attorney general in 1992. During his tenure, he helped to secure a then-record $17.5 million settlement from tobacco companies for North Carolina, and he took an active role in investigating campaign finance abuses by Dan Blue III, a Democratic congressional candidate.",Ai,Wikipedia,English,Continue,gemini-pro,0
Microcell,"Typically the range of a microcell is less than two kilometers wide, whereas standard base stations may have ranges of up to 35 kilometers. Microcells are often used in densely populated areas, where the demand for cellular coverage is high. They can also be used in areas where there is a need for improved coverage, such as in buildings or underground locations. Microcells are typically deployed on rooftops, light poles, or other structures that provide a clear line of sight to the surrounding area. They are connected to the core network via fiber optic cables or microwave links.",Ai,Wikipedia,English,Continue,gemini-pro,0
Speakers' Corner,"The first official Speakers' Corner outside London opened in Nottingham in 2009. It was officially inaugurated by Jack Straw, the UK Justice Secretary, on 22 February 2009. The Corner is located in the Old Market Square, in the city centre, and is a designated area where people can speak freely on any subject. It is modelled on the famous Speakers' Corner in Hyde Park, London, and is intended to be a place where people can express their views without fear of censorship or arrest.",Ai,Wikipedia,English,Continue,gemini-pro,0
USS Arizona (1858),"""Arizona"" played an important role in strengthening Farragut's drastically reduced force and opening up communications between its commander and the rest of the blockading squadron. While the Confederates attempted to obstruct the Mississippi River with sunken hulks and floating mines, ""Arizona"" was able to help clear the way for Union forces to advance into the South. The ship's effectiveness in battle earned it the nickname ""the River Devil.""",Ai,Wikipedia,English,Continue,gemini-pro,0
Bernard Loiseau,"In the late 1990s, a new form of Asian-inspired ""fusion cuisine"" swept France, catering to an international corporate class and pleasing trend-driven ""foodies"" (a neologism of the decade). Loiseau, however, remained steadfast in his commitment to classic French cuisine, which he believed was the foundation of all great cooking. He famously said, ""Fusion cuisine is like a one-night stand. It's exciting for a while, but it doesn't last."" Loiseau's unwavering commitment to tradition, combined with his exceptional talent, earned him the respect of his peers and the admiration of gourmands around the world.",Ai,Wikipedia,English,Continue,gemini-pro,0
Foreign relations of Argentina,"After nearly twenty years of intermittent negotiations with the United Kingdom, the military dictatorship in Argentina invaded and occupied the British-controlled Falkland Islands and adjoining archipelagos on 2 April 1982, starting the Falklands War. The invasion was met with international condemnation and sanctions, and the United Kingdom dispatched a task force to retake the islands. The war ended with the Argentine surrender on 14 June 1982, and the islands remain under British control. The war had a significant impact on both countries, and remains a source of tension between them.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Bodie, California","Bodie was first described as a ""ghost town"" in 1915. In a time when auto travel was on a rise, many travelers reached the town of Bridgeport via the newly constructed Tioga Pass Road. A late night stop in Bodie was often added to their itinerary, creating a resurgence of interest in the town's history. Previously, only a handful of families continued to reside year-round.",Ai,Wikipedia,English,Continue,gemini-pro,0
Francesco Crispi,"Meanwhile, Cavour stated that in Southern Italy would not accept anything but the unconditional annexation to the Kingdom of Sardinia. Crispi and his followers rejected this proposal and pushed for a republic. However, Garibaldi and his supporters favored annexation, leading to a split within the revolutionary movement. Crispi and his followers formed the Party of Action, dedicated to republicanism and opposing Cavour's policies. Despite their efforts, Southern Italy was eventually annexed to the Kingdom of Sardinia, and Crispi went into exile.",Ai,Wikipedia,English,Continue,gemini-pro,0
Karl Wilhelm Ramler,"Ramler was born in Kolberg. After graduating from the University of Halle, he went to Berlin, where, in 1748, he was appointed professor of logic and literature at the cadet school. There he became a close friend of Moses Mendelssohn, and with him, he helped to spread the ideas of the Enlightenment in Germany. He also published several translations of classical works, including Horace and Virgil. Ramler's work was highly praised by Goethe and other leading German writers.",Ai,Wikipedia,English,Continue,gemini-pro,0
Restoration comedy,"""Restoration comedy"" is English comedy written and performed in the Restoration period from 1660 to 1710. Comedy of manners is used as a synonym of Restoration comedy. After public stage performances had been banned for 18 years by the Puritans, the theatres re-opened and a new style of comedy emerged, characterized by its wit, satire, and sexual innuendo. The plays were often set in fashionable London society and featured witty dialogue, amorous intrigues, and social commentary. Some of the most famous Restoration comedies include William Congreve's The Way of the World, George Etherege's The Man of Mode, and Aphra Behn's The Rover.",Ai,Wikipedia,English,Continue,gemini-pro,0
Henry W. Coe State Park,"Henry Coe also provides exceptional backpacking opportunities. The park is so large and there are so many roads and trails, that one could find a new route every weekend for months. There are a number of primitive campgrounds located throughout the park, which require a permit to use. The terrain is mostly rolling hills, with some steeper sections. There are a few creeks and rivers that flow through the park, which can provide a source of water. The vegetation is mostly oak woodland, with some chaparral and grassland areas.",Ai,Wikipedia,English,Continue,gemini-pro,0
Yellowknife,"In 2016, the average household size was 2.7 and the majority of the population with children had either one or two. In 2015, the average income in the city was C$73,500, and the average income after taxes was C$57,000. The unemployment rate in 2016 was 6.7%, slightly higher than the national average. Yellowknife has a diverse economy with a strong mining and resource extraction sector as well as a growing tourism industry.",Ai,Wikipedia,English,Continue,gemini-pro,0
Adaptive optics,"If the wavefront error is measured before it has been corrected by the wavefront corrector, then operation is said to be ""open loop"". If the wavefront error is measured after it has been corrected, then operation is said to be ""closed loop"". Closed-loop systems are more accurate than open-loop systems, but they are also more complex and expensive.",Ai,Wikipedia,English,Continue,gemini-pro,0
Keesler Air Force Base,"When the War Department activated Keesler Field in June 1941, not only was Keesler getting a technical training center, but it would be getting one of the Army's newest replacement, or basic training centers. The 97th Infantry Division was the first of seven divisions to complete training at Keesler. By the end of the war, the base had trained over 100,000 World War II recruits in basic military skills. After the war, Keesler Field was redesignated as Keesler Air Force Base, reflecting its focus on technical training for the U.S. Air Force.",Ai,Wikipedia,English,Continue,gemini-pro,0
Szczebrzeszyn,"The beginning of the 19th century saw a renewed interest in Szczebrzeszyn. With Zamość no longer functioning as the seat to the Zamoyski estates, the family transferred several functions to the city. The relocation of the provincial administration, the opening of a hospital, and the establishment of a permanent garrison all contributed to the town's growth. By the mid-19th century, Szczebrzeszyn had regained much of its former prominence and became an important regional center once again.",Ai,Wikipedia,English,Continue,gemini-pro,0
Economy of Peru,"Peru divides its population into five socio-economic classes, A-E, with A representing the rich; B, the upper middle class; C, the middle class; D, the working class; and E, the poor. According to the 2017 National Household Survey, 1.3% of the population belongs to class A, 4.5% to class B, 14.3% to class C, 38.4% to class D, and 41.4% to class E. The distribution of income is highly unequal, with the richest 10% of the population receiving 42% of the national income, while the poorest 10% receives only 1%.",Ai,Wikipedia,English,Continue,gemini-pro,0
Nymphaea,"This is one of several genera of plants known commonly as lotuses. It is not related to the legume genus ""Lotus"" or the Chinese and Indian lotuses of genus ""Nelumbo"". It is closely related to ""Nuphar"", with which it is sometimes combined. Species of ""Nymphaea"", whose simple, broadly ovate leaves float on the surface of the water, are found in most temperate and tropical regions, with more than half the species native to the New World.",Ai,Wikipedia,English,Continue,gemini-pro,0
Parramatta Road,"The colony's first stage coach (valued at £300) was imported in 1821 but did not begin regular service until 1823. The opening of the Parramatta turnpike road in 1826 allowed vehicles to travel from Sydney to Parramatta via the new bridge that replaced the old King's Wharf. The following year, the Parramatta River ferry service began, providing competition to the road services. The stagecoaches played a crucial role in the economic and social development of Sydney and Parramatta, facilitating the transportation of goods and people between the two centers.",Ai,Wikipedia,English,Continue,gemini-pro,0
Saracen,"By the 12th century, Medieval Europeans had more specific conceptions of Islam and used the term ""Saracen"" as an ethnic and religious marker. In some Medieval literature, Saracens—that is, Muslims—were described as black-skinned, while Christians were lighter-skinned. Andalusi and other Muslim scholars endeavored to establish Saracen genealogies, connecting the Iberian Peninsula with distant origins in the East.",Ai,Wikipedia,English,Continue,gemini-pro,0
Official scorer,"Criticism of scoring decisions date to the earliest days of the game. Some historians claim that Joe DiMaggio's record 56-game hitting streak in 1941 was made possible by several generous rulings at Yankee Stadium. In 1953, Al Rosen narrowly missed winning the batting title by one percentage point in the closest race in major league history, after a highly controversial call at Fenway Park ruled against him.",Ai,Wikipedia,English,Continue,gemini-pro,0
E,"In the orthography of many languages it represents either /e/, /ɛ/, /ə/, or some variation (such as a nasalized version) of these sounds, often with diacritics (as: é, è, ê, ë, ẹ, ẽ) to indicate contrasts. In French, for example, the letter ""e"" can represent the sounds /e/, /ɛ/, or /ə/, depending on the context. In Spanish, it can represent /e/ or /ɛ/, while in Portuguese, it can represent /e/, /ɛ/, or /ə/. In English, the letter ""e"" usually represents the sound /i:/, as in the word ""bee"", or /e/ as in the word 'bet'. However, it can also represent other sounds, such as /ɛ/ as in the word ""egg"", or /ə/ as in the word ""the"".",Ai,Wikipedia,English,Continue,gemini-pro,0
"St John's College, Cambridge","The men of the choir, or choral scholars, also form their own close harmony group, The Gentlemen of St John's. Their repertoire spans the 15th century through to the modern day, and concerts have been given all over the world. The group has released several recordings, and has been broadcast on radio and television. In recent years, The Gentlemen of St John's have performed at the BBC Proms, the Edinburgh Festival, and the Three Choirs Festival.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Willisville, Illinois","As of the census of 2000, there were 694 people, 270 households, and 194 families residing in the village. The population density was 1,840.4 people per square mile (710.6/km²). There were 294 housing units at an average density of 774.8 per square mile (299.2/km²). The racial makeup of the village was 98.99% White, 0.29% African American, 0.14% from other races, and 0.58% from two or more races. Hispanic or Latino of any race were 0.29% of the population.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Cassadaga, New York","Hunting both small and large game is a popular activity for visitors and area residents, partially as evidenced by the Fire Department's annual gun raffle held in December. The Raffle has been held since 1958 and generally features as its grand prize a choice between a shotgun or rifle. Cassadaga is a spiritualist community in Volusia County, Florida, United States. The community was founded in 1894 by George Colby, a Chicago medium. Colby believed that the area was a spiritual mecca and that it would become a center for spiritualism.",Ai,Wikipedia,English,Continue,gemini-pro,0
HMS Achilles (F12),"In 1974, ""Achilles"" joined the 3rd Frigate Squadron, and later that year deployed to the Far East on a nine-month deployment as part of Task Group 317.2. The task group visited a number of African ports on the way east, including Beira, Mozambique and Port Louis, Mauritius. ""Achilles"" also visited Fremantle and Sydney, Australia before reaching her final destination of Singapore.",Ai,Wikipedia,English,Continue,gemini-pro,0
Canada AM,"""Canada AM"" underwent a format change on January 28, 2008, which saw the show expand to six hours of live programming between 6 a.m. and noon ET every weekday. Local CTV stations across the country began producing the first three hours of each broadcast, with the national team in Toronto taking over for the remainder of the show. This format change also saw the addition of a new daytime talk show, ""The Social"", which aired following ""Canada AM"" at 12 noon ET.",Ai,Wikipedia,English,Continue,gemini-pro,0
Joan Crawford,"Crawford appeared in ""The Unknown"" (1927), starring Lon Chaney, Sr., who played a carnival knife thrower with no arms. Crawford played his skimpily-clad young carnival assistant whom he hopes to marry. She stated that she learned more about acting from watching Chaney than she did in all her drama classes. Critic Mordaunt Hall described Crawford's performance as ""impressive"".",Ai,Wikipedia,English,Continue,gemini-pro,0
Water vapor,"Water vapor is a relatively common atmospheric constituent, present even in the solar atmosphere as well as every planet in the Solar System. Water vapor exerts significant effects on the radiative balance of a planet. It is a potent greenhouse gas, meaning it absorbs and emits infrared radiation, contributing to the greenhouse effect. Water vapor is also involved in cloud formation and precipitation processes, and it plays a significant role in the Earth's water cycle.",Ai,Wikipedia,English,Continue,gemini-pro,0
Eubulides,"These paradoxes were very well known in ancient times, some are alluded to by Eubulides' contemporary Aristotle and even partially by Plato. Cicero reported that Eubulides once asked Demosthenes, the great Athenian orator, how much two plus two was. Demosthenes replied that it was four. ""Good,"" replied Eubulides, ""now tell me how much four minus four is."" When Demosthenes replied that it was zero, Eubulides said, ""Wrong, if you take four apples from four apples, you have nothing left.""",Ai,Wikipedia,English,Continue,gemini-pro,0
"Peter, Paul and Mary","They recorded their debut album, ""Peter, Paul and Mary"", the following year. It included ""Lemon Tree"", ""500 Miles"", and the Pete Seeger hit tunes ""If I Had a Hammer"" and ""Where Have All the Flowers Gone?"". The album was a commercial success, selling over 2 million copies and winning Grammy Awards for Best Folk Album and Best Performance by a Vocal Group. The trio continued to release successful albums throughout the 1960s, including ""Moving"" (1963), ""In the Wind"" (1963), and ""See What Tomorrow Brings"" (1965).",Ai,Wikipedia,English,Continue,gemini-pro,0
My Aim Is True,"The album cover was designed by Barney Bubbles, who was uncredited on the sleeve. The cover art features rows of tiny black and white checks (surrounding the photo of Costello) on which the phrase ""MY AIM IS TRUE"" is printed in blue letters. This design was inspired by the cover of The Beatles' album ""Sgt. Pepper's Lonely Hearts Club Band"" (1967), which also featured a collage of images on a white background. Bubbles has said that he wanted the cover of ""My Aim Is True"" to have a ""clean, modern look"" that would reflect the sound of Costello's music.",Ai,Wikipedia,English,Continue,gemini-pro,0
Oxygen,"Uptake of from the air is the essential purpose of respiration, so oxygen supplementation is used in medicine. Treatment not only increases oxygen levels in the patient's blood, but has the additional effect of driving carbon dioxide out of the blood. In medical use, oxygen is usually supplied at a concentration above 21% (the normal concentration of oxygen in air at sea level). The gas may be supplied using an oxygen mask.",Ai,Wikipedia,English,Continue,gemini-pro,0
Model car,"Commercial versions of the promos were also marketed and sold in retail stores like Zayre and Murphy USA from the early 1980s through the late 1990s and used many of the same castings. The marketing for these was aimed at younger children and emphasized the play value of the cars, with less focus on the collecting aspect. Models were often sold in blister packs or on display cards, and included stickers and decals to add extra detail.",Ai,Wikipedia,English,Continue,gemini-pro,0
"St. Michael-Sidman, Pennsylvania","In the CDP, the population was spread out, with 19.8% under the age of 18, 8.2% from 18 to 24, 27.3% from 25 to 44, 22.7% from 45 to 64, and 22% who were 65 years of age or older. The median age was 40.6 years. For every 100 females, there were 96.2 males. For every 100 females age 18 and over, there were 96.3 males.",Ai,Wikipedia,English,Continue,gemini-pro,0
Hybrid instrument,"In the United Kingdom, a hybrid instrument (or hybrid bill) is a public bill proposing a law which affects the private interests of a particular person or organisation. It is generally initiated by the promotion of a petition from the person or organisation which would benefit from the enactment of the proposed law. The petition is presented to the House of Commons either by being lodged in the Private Bill Office or by being presented from the floor of the House. Once the petition has been presented, the House of Commons will appoint a select committee to consider the petition and the proposed law. The select committee will then hold a public hearing at which the person or organisation promoting the petition will present their case for the proposed law.",Ai,Wikipedia,English,Continue,gemini-pro,0
Socialism,"The Marxian economist Richard D. Wolff argues that ""re-organising production so that workers become collectively self-directed at their work-sites"" not only moves society beyond both capitalism and state socialism but is also necessary to avoid the alienation and exploitation inherent in both systems. Wolff argues that this type of self-management is the only way to create a truly democratic and egalitarian society.",Ai,Wikipedia,English,Continue,gemini-pro,0
Deneb,"Deneb is a bluish-white star of spectral type A2Ia, with a surface temperature of 8,500 kelvin. Since 1943, its spectrum has served as one of the stable anchor points by which other stars are classified. It is about 20 times the mass of the Sun and is one of the most luminous stars known, emitting around 200,000 times the luminosity of the Sun. Deneb is located in the constellation Cygnus and is the brightest star in the northern hemisphere. It is also one of the vertices of the Summer Triangle asterism.",Ai,Wikipedia,English,Continue,gemini-pro,0
Freedom of association,"Jeremy McBride argues that respect for the freedom of association by all public authorities and the exercising of this freedom by all sections of society are essential both to establish and maintain a truly democratic and pluralistic society. Individuals must be free to associate in order to express their views, pursue common interests, and advocate for change. Without freedom of association, civil society would be stifled and democracy would be impossible.",Ai,Wikipedia,English,Continue,gemini-pro,0
Pope Paul VI,"Pope Pius XII revealed at the 1952 secret consistory that both Montini and Tardini had declined appointments to the cardinalate and in fact Montini was never to be made a cardinal by Pius XII, who died in 1958. While Tardini did become a cardinal under Pope John XXIII in 1958, Montini remained an archbishop until he was elected pope in 1963.",Ai,Wikipedia,English,Continue,gemini-pro,0
Walter Tetley,"In 1971, after several more years' voiceover work, Tetley was seriously injured in a motorcycle accident and used a wheelchair for the rest of his life. Numerous sources have suggested Tetley may have lost his southern California home in the 1994 Northridge earthquake, but this is unconfirmed. Tetley continued voiceover work from his wheelchair, and also appeared onstage, using an electronic wheelchair to enter from the aisles.",Ai,Wikipedia,English,Continue,gemini-pro,0
Struan's,"The Struan family and their company Struan's (also called the Noble House) is a fictional family featuring heavily in many of the Asian Saga novels by writer James Clavell. The family is of Scottish descent and has been living in Hong Kong for generations. The company, Struan's, is a successful trading company that has interests in a variety of businesses, including shipping, banking, and real estate. The Struan family is known for their wealth and power. They are also known for their ruthless business practices and their willingness to use any means necessary to achieve their goals.",Ai,Wikipedia,English,Continue,gemini-pro,0
School voucher,"A school voucher, also called an education voucher, in a voucher system, is a certificate of government funding for a student at a school chosen by the student or the student's parents. Vouchers may be used at public, private, or religious schools. Proponents of vouchers argue that they promote school choice and competition, leading to improved educational outcomes. Opponents argue that vouchers divert public funds from public schools, which are required to accept all students regardless of ability or background.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Spray, Oregon","The median income for a household in the city was $23,250, and the median income for a family was $24,500. Males had a median income of $19,250 versus $20,000 for females. The per capita income for the city was $11,000. About 27.6% of families and 35.8% of the population were below the poverty line, including 50.0% of those under age 18 and 12.1% of those age 65 or over.",Ai,Wikipedia,English,Continue,gemini-pro,0
Châtelperronian,"Scholars who question its existence claim that it is an archaeological mix of Mousterian and Aurignacian layers. The Châtelperronian industry may relate to the origins of the very similar Gravettian culture. French archaeologists have traditionally classified both cultures together. The Châtelperronian has been dated to between 45,000 and 40,000 years ago.",Ai,Wikipedia,English,Continue,gemini-pro,0
Jack Sheppard,"By 1722, Sheppard was showing great promise as a carpenter. Aged 20, he was a small man, only 5'4"" (1.63 m) and lightly built, but deceptively strong. He was also exceptionally agile and could easily climb the high beams of the houses he worked on. Outside of work, he became known for his skill as a footpad and pickpocket, using his agility to evade capture.",Ai,Wikipedia,English,Continue,gemini-pro,0
Markopoulo Olympic Shooting Centre,"The Markopoulo Olympic Shooting Centre was the site of the shooting events at the 2004 Summer Olympics in Athens, Greece. The venue is located in Markópoulo, on the outskirts of the eastern suburbs of Athens. It has a seating capacity of 1,500. The shooting events at the 2004 Olympics took place in the centre, and it also hosted a number of other events, including the shooting events at the 2005 Mediterranean Games. The centre has been used for other events, such as the 2007 ISSF World Cup and the 2008 European Shooting Championships.",Ai,Wikipedia,English,Continue,gemini-pro,0
String trimmer,"The typical two-cycle engine used on string trimmers pollutes heavily due to incomplete combustion in the cylinder. This results in unburned fuel escaping through the exhaust system. As a result, string trimmers have been the focus of increasing environmental regulation. In the United States, the Environmental Protection Agency (EPA) has set increasingly stringent emission standards for string trimmers. In response, manufacturers have developed a variety of technologies to reduce emissions, such as catalytic converters and stratified scavenging.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Aspinwall, Pennsylvania","In the borough the population was spread out, with 18.3% under the age of 18, 5.3% from 18 to 24, 34.1% from 25 to 44, 24.0% from 45 to 64, and 18.3% who were 65 years of age or older. The median age was 40 years. For every 100 females, there were 91.6 males. For every 100 females age 18 and over, there were 88.8 males.",Ai,Wikipedia,English,Continue,gemini-pro,0
Salt Lake City Weekly,"In 2004, ""City Weekly"" published a series of articles criticizing embattled Salt Lake County mayor Nancy Workman. Workman was acquitted of criminal charges for misuse of County funds, but was forced out as a candidate by vote of the County Republican Party. In 2009, ""City Weekly"" won the George Polk Award for its coverage of the Workman scandal.",Ai,Wikipedia,English,Continue,gemini-pro,0
"Tilden, Wisconsin","In the town, the population was spread out with 28.9% under the age of 18, 8.8% from 18 to 24, 31.3% from 25 to 44, 19.4% from 45 to 64, and 11.6% who were 65 years of age or older. The median age was 35.0 years. For every 100 females, there were 90.5 males. For every 100 females age 18 and over, there were 86.7 males.",Ai,Wikipedia,English,Continue,gemini-pro,0
Catamaran,"Large merchant vessels have a Fn between one and zero, whereas higher-performance powered catamarans may approach 2.5—denoting a ""higher speed"" per unit volume for ""catamarans"". Each type of vessel has a corresponding calm water wave resistance that dictates hull form.",Ai,Wikipedia,English,Continue,gemini-pro,0
