title,text,write_by,domain,language,method,LLM_model,label
Turbofan,"Engine cores are shrinking as they are operating at higher pressure ratios and becoming more efficient, and become smaller compared to the fan as bypass ratios increase. Blade tip clearances are harder to maintain at the exit of the high-pressure compressor where blades are high or less, backbone bending further affects clearance control as the core is proportionately longer and thinner and the fan to low-pressure turbine driveshaft is in constrained space within the core.",Human,Wikipedia,English,,,1
Alexander Mackenzie (politician),"He entered the House of Commons of Canada in 1867, representing the Lambton, Ontario, riding. There was no cohesive national Liberal Party of Canada at the time and with George Brown not winning his seat, there was no official leader. Mackenzie did not believe he was the best qualified for the position and although he resisted offers of the position, he nevertheless sat as the de facto leader of the Official Opposition.",Human,Wikipedia,English,,,1
"Pound, Wisconsin","The median income for a household in the village was $32,692, and the median income for a family was $40,938. Males had a median income of $27,232 versus $18,438 for females. The per capita income for the village was $16,890. About 9.6% of families and 12.0% of the population were below the poverty line, including 19.1% of those under age 18 and 12.5% of those age 65 or over.",Human,Wikipedia,English,,,1
Pittsburgh International Airport,"Pittsburgh has also been successful in attracting ultra low-cost airlines to the region. Allegiant Air commenced service in February 2015 and has been expanding ever since, establishing a base of operations in Pittsburgh on December 24, 2015, and serving nine destinations as of December 2016. Frontier Airlines also began service to five destinations in June 2016, although service was cut back to three destinations just four months later. Spirit Airlines commenced service to seven destinations between May 2017 and July 2017.",Human,Wikipedia,English,,,1
National Basketball League (Australia),"The top four teams at the end of the regular season advances to the Finals. The team finishing in the first and second position at the completion of the regular season receives home advantages in their best-of-three first round matchup against the team finishing in fourth and third position. The winner of each of the three matches advances to the Grand Final. The winner of Series 1 plays the winner of Series 2 in the best-of-five Grand Final series, with home advantage being awarded to the highest remaining seed. The winner of this series is crowned as NBL champion.",Human,Wikipedia,English,,,1
Mu (lost continent),"It is true that continental drift and seafloor spreading can change the shape and position of continents and occasionally break a continent into two or more pieces (as happened to Pangaea). However, these are very slow processes that occur in geological time scales (hundreds of millions of years). Over the scale of history (tens of thousands of years), the sima under the continental crust can be considered solid, and the continents are basically anchored on it. It is almost certain that the continents and ocean floors have retained their present position and shape for the whole span of human existence.",Human,Wikipedia,English,,,1
"Point Judith, Rhode Island","Point Judith was named in the seventeenth century after Judith Thatcher who was a passenger on a small vessel with her father when it ran aground on the point and was almost wrecked. Allegedly, Judith rendered great service and as a result the vessel was saved. In remembrance of this the crew called the point after her name. According to Edmund Quincy's 1874 biography of his father Josiah Quincy, Point Judith was named after Judith Hull by her husband John Hull.",Human,Wikipedia,English,,,1
Yom Kippur War,"On the Syrian front, skirmishes and artillery exchanges continued taking place. Shuttle diplomacy by Henry Kissinger eventually produced a disengagement agreement on May 31, 1974, based on exchange of prisoners-of-war, Israeli withdrawal to the Purple Line and the establishment of a UN buffer zone. The agreement ended the skirmishes and exchanges of artillery fire that had occurred frequently along the Israeli-Syrian ceasefire line. The UN Disengagement and Observer Force (UNDOF) was established as a peacekeeping force in the Golan.",Human,Wikipedia,English,,,1
"Everett, Massachusetts","There were 15,435 households out of which 27.6% had children under the age of 18 living with them, 41.8% were married couples living together, 15.2% had a female householder with no husband present, and 38.1% were non-families. 31.3% of all households were made up of individuals, and 11.8% had someone living alone who was 65 years of age or older. The average household size was 2.45 and the average family size was 3.11.",Human,Wikipedia,English,,,1
Interstate 35,"I-35 northbound begins at a traffic-signaled intersection with Business Spur I-35 in Laredo, Texas, just north of the Rio Grande and the international border between Mexico and the US. It has a concurrency with U.S. Highway 83 (US 83). Through Webb, La Salle, and Frio counties, it has a mostly north-northeastern course, turning more northeastly around Moore. It then cuts across the corners of Medina and Atascosa counties before entering Bexar County and San Antonio.",Human,Wikipedia,English,,,1
"Piscataway, New Jersey","The name Piscataway may be derived from the area's original Native American residents, transplants from near the Piscataqua River defining the coastal border between New Hampshire and Maine, whose name derives from peske (branch) and tegwe (tidal river), or alternatively from pisgeu (meaning ""dark night"") and awa (""place of"") or from a Lenape language word meaning ""great deer"" or from words meaning ""place of dark night"". The area was first settled in 1666 by Quakers and Baptists who had left the Puritan colony in New Hampshire.",Human,Wikipedia,English,,,1
John Hancock,"Hancock served in Congress through some of the darkest days of the Revolutionary War. The British drove Washington from New York and New Jersey in 1776, which prompted Congress to flee to Baltimore, Maryland. Hancock and Congress returned to Philadelphia in March 1777, but were compelled to flee six months later when the British occupied Philadelphia. Hancock wrote innumerable letters to colonial officials, raising money, supplies, and troops for Washington's army. He chaired the Marine Committee, and took pride in helping to create a small fleet of American frigates, including the USS ""Hancock"", which was named in his honor.",Human,Wikipedia,English,,,1
Mike Easley,"A Democrat, Easley ran unsuccessfully in that party's 1990 primary for the U.S. Senate; he lost to former Charlotte mayor Harvey Gantt, who himself lost to incumbent Jesse Helms. Easley was elected North Carolina Attorney General in 1992. He won reelection in 1996. In the 1996 election for attorney general, Easley garnered 59.07% of the vote, compared with opponent Robert H. Edmonds, Jr.'s 40.93% of votes. This represented a margin of victory of 446,169 votes.",Human,Wikipedia,English,,,1
Microcell,"Typically the range of a microcell is less than two kilometers wide, whereas standard base stations may have ranges of up to 35 kilometres (22 mi). A picocell, on the other hand, is 200 meters or less, and a femtocell is on the order of 10 meters, although AT&T calls its femtocell that has a range of , a ""microcell"". AT&T uses ""AT&T 3G MicroCell"" as a trade mark and not necessarily the ""microcell"" technology, however.",Human,Wikipedia,English,,,1
Speakers' Corner,"The first official Speakers' Corner outside London opened in Nottingham in 2009. It was officially inaugurated by Jack Straw, the UK Justice Secretary, on 22 February 2009. The designated space occupied a new landscaped extension to the city's Old Market Square, at the junction of King Street and Queen Street. The large paved space includes the new statue of Brian Clough, the former manager of Derby County and Nottingham Forest, who forged ties between the two cities which were famous for local rivalry.",Human,Wikipedia,English,,,1
USS Arizona (1858),"""Arizona"" played an important role in strengthening Farragut's drastically reduced force and opening up communications between its commander and the rest of his squadron. From New Orleans she proceeded to Berwick Bay to join a naval force commanded by Commander Augustus P. Cook which, in cooperation with troops commanded by Major General Nathaniel P. Banks, was operating in the swampy backwaters of the Louisiana lowlands west of the Mississippi.",Human,Wikipedia,English,,,1
Bernard Loiseau,"In the late 1990s, a new form of Asian-inspired ""fusion cuisine"" swept France, catering to an international corporate class and pleasing trend-driven ""foodies"" (a neologism of the movement), which Loiseau resisted. The prevailing notion, however, was that the pre-eminent Loiseau's grip was slipping — that his cuisine and philosophy were being superseded by newer trends. He was by this time deeply in debt, and suffered from bouts of increasingly severe clinical depression.",Human,Wikipedia,English,,,1
Foreign relations of Argentina,"After nearly twenty years of intermittent negotiations with the United Kingdom, the military dictatorship in Argentina invaded and occupied the British-controlled Falkland Islands and adjoining archipelagos on 2 April 1982, starting the Falklands War (). The war itself lasted just 74 days but cost the lives of nearly a thousand Argentine and British troops as well as three Falkland Islanders and resulted in the islands coming back under British administration on 14 June 1982, dealing the dictatorship a humiliating blow and, inadvertently, opening Argentina's door to democracy.",Human,Wikipedia,English,,,1
"Bodie, California","Bodie was first described as a ""ghost town"" in 1915. In a time when auto travel was on a rise, many travelers reached Bodie via automobiles. The ""San Francisco Chronicle"" published an article in 1919 to dispute the ""ghost town"" label. By 1920, Bodie's population was recorded by the US Federal Census at a total of 120 people. Despite the decline and a severe fire in the business district in 1932, Bodie had permanent residents through most of the 20th century. A post office operated at Bodie from 1877 to 1942.",Human,Wikipedia,English,,,1
Francesco Crispi,"Meanwhile, Cavour stated that in Southern Italy would not accept anything but the unconditional annexation to the Kingdom of Sardinia by plebiscite. Crispi, who still had the hope to continue the revolution to rescue Rome and Venice, strongly opposed this solution, proposing to elect a parliamentary assembly. This proposal was also supported by the federalist Carlo Cattaneo. Garibaldi announced that the decision would have been taken by the two pro-dictators of Sicily and Naples, Antonio Mordini and Giorgio Pallavicino, who both opted for the plebiscite. On 13 October Crispi resigned from the government of Garibaldi.",Human,Wikipedia,English,,,1
Karl Wilhelm Ramler,"Ramler was born in Kolberg. After graduating from the University of Halle, he went to Berlin, where, in 1748, he was appointed professor of logic and literature at the cadet school. In 1786 he became associated with the author, Johann Jakob Engel, in the management of the royal theatre, of which, after resigning his professorship, he became sole director from 1790-96. He died in Berlin and his memorial is to be seen on the exterior wall of the city's Sophienkirche.",Human,Wikipedia,English,,,1
Restoration comedy,"""Restoration comedy"" is English comedy written and performed in the Restoration period from 1660 to 1710. Comedy of manners is used as a synonym of Restoration comedy. After public stage performances had been banned for 18 years by the Puritan regime, the re-opening of the theatres in 1660 signalled a renaissance of English drama. Sexually explicit language was encouraged by King Charles II (1660–1685) personally and by the rakish style of his court. Historian George Norman Clark argues:",Human,Wikipedia,English,,,1
Henry W. Coe State Park,"Henry Coe also provides exceptional backpacking opportunities. The park is so large and there are so many roads and trails, that one could plan a route covering ten miles per day, at a different campsite each night, and go two weeks without ever using the same trail or dirt road. Coe is the only park in the San Francisco Bay Area where this is possible. Permits are required, but are usually easy to obtain, except on busy spring weekends.",Human,Wikipedia,English,,,1
Yellowknife,"In 2016, the average household size was 2.7 and the majority of the population with children had either one or two. In 2015 the average income in the city was C$73,500, and the average income for a family was C$160,394, with 7.9% of all families earning less than $30,000. Minimum wage in Yellowknife and the NWT is C$13.46 (2018). Average household expenditures were C$125,783 in 2015. In 2016, the unemployment rate was at 5.9%; the employment rate for males was 80.1%, for females it was 75.2%.",Human,Wikipedia,English,,,1
Adaptive optics,"If the wavefront error is measured before it has been corrected by the wavefront corrector, then operation is said to be ""open loop"".  If the wavefront error is measured after it has been corrected by the wavefront corrector, then operation is said to be ""closed loop"". In the latter case then the wavefront errors measured will be small, and errors in the measurement and correction are more likely to be removed. Closed loop correction is the norm.",Human,Wikipedia,English,,,1
Keesler Air Force Base,"When the War Department activated Keesler Field in June 1941, not only was Keesler getting a technical training center, but it would be getting one of the Army's newest replacement, or basic training centers. The first shipment of recruits arrived at Keesler Field on 21 August 1941. Many stayed at Keesler to become airplane and engine mechanics, while others transferred to aerial gunnery or aviation cadet schools. Development of the base stimulated businesses and residential construction in Biloxi.",Human,Wikipedia,English,,,1
Szczebrzeszyn,"The beginning of the 19th century saw a renewed interest in Szczebrzeszyn. With Zamość no longer functioning as the seat to the Zamoyski estates, the family transferred several functions to the city. The relocation of the provincial school and Holy Mercy Hospital stimulated growth and new buildings were constructed to accommodate the increasing population. The Chief Physician was moved here, and a hospital treating peasants for venereal diseases also opened.",Human,Wikipedia,English,,,1
Economy of Peru,"Peru divides its population into five socio-economic classes, A-E, with A representing the rich; B, the upper middle class; C, the middle class; D, the working class and low income families; and E, the marginalized poor. In 2018, the segments were described as ""crude"" by Miguel Planas of the Ministry of Finance due to the complicated structure of the society in Peru, where some classes make money off of illegal trade which aren't counted in the GDP, and are thus falsely classified as low income or marginalised poor families.",Human,Wikipedia,English,,,1
Nymphaea,"This is one of several genera of plants known commonly as lotuses. It is not related to the legume genus ""Lotus"" or the Chinese and Indian lotuses of genus ""Nelumbo"". It is closely related to ""Nuphar"" lotuses, however. In ""Nymphaea"", the petals are much larger than the sepals, whereas in ""Nuphar"", the petals are much smaller. The process of fruit maturation also differs, with ""Nymphaea"" fruit sinking below the water level immediately after the flower closes, and ""Nuphar"" fruit remaining above the surface.",Human,Wikipedia,English,,,1
Parramatta Road,"The colony's first stage coach (valued at £300) was imported in 1821 but did not begin regular service until 1823. The stage left the city at 7am, arrived in Parramatta at 9:30am and left Parramatta for the return journey at 4pm. Inside passengers were charged 6 shillings. Hazards on the road included aborigines and bushrangers. Hotels and settlements sprang up along the road.",Human,Wikipedia,English,,,1
Saracen,"By the 12th century, Medieval Europeans had more specific conceptions of Islam and used the term ""Saracen"" as an ethnic and religious marker. In some Medieval literature, Saracens—that is, Muslims—were described as black-skinned, while Christians were lighter-skinned. An example is in ""The King of Tars"", a medieval romance. ""The Song of Roland"", an Old French 11th-century heroic poem, refers to the black skin of Saracens as their only exotic feature.",Human,Wikipedia,English,,,1
Official scorer,"Criticism of scoring decisions date to the earliest days of the game. Some historians claim that Joe DiMaggio's record 56-game hitting streak in 1941 was made possible by several generous rulings at Yankee Stadium. In 1953, Al Rosen narrowly missed being recognized for achieving a rare ""triple crown"" in hitting after a questioned error caused him to finish the season one hit short of winning the American League batting title.",Human,Wikipedia,English,,,1
E,"In the orthography of many languages it represents either , , , or some variation (such as a nasalized version) of these sounds, often with diacritics (as: ) to indicate contrasts. Less commonly, as in French, German, or Saanich, represents a mid-central vowel /ə/. Digraphs with are common to indicate either diphthongs or monophthongs, such as or for or in English, for in German, and for in French or in German.",Human,Wikipedia,English,,,1
"St John's College, Cambridge","The men of the choir, or choral scholars, also form their own close harmony group, The Gentlemen of St John's. Their repertoire spans the 15th century through to the modern day, and concert tours have taken them to Europe, the US and Japan. They provide a mixture of classical a cappella music and folksongs, as well as covers of recently chart hits and light-hearted entertainment, and host an annual Christmas concert and garden party.",Human,Wikipedia,English,,,1
"Willisville, Illinois","As of the census of 2000, there were 694 people, 270 households, and 194 families residing in the village. The population density was 1,840.4 people per square mile (705.1/km²). There were 295 housing units at an average density of 782.3 per square mile (299.7/km²). The racial makeup of the village was 99.57% White, 0.14% Native American, and 0.29% from two or more races. Hispanic or Latino of any race were 0.86% of the population.",Human,Wikipedia,English,,,1
"Cassadaga, New York","Hunting both small and large game is a popular activity for visitors and area residents, partially as evidenced by the Fire Department's annual gun raffle held in April, which has on average raffled about 250 firearms each year for the past 14 years (as of 2007). State laws apply for firearm possession and transfers, and again, DEC regulations apply and licenses are required for hunting.",Human,Wikipedia,English,,,1
HMS Achilles (F12),"In 1974, ""Achilles"" joined the 3rd Frigate Squadron, and later that year deployed to the Far East on a nine-month deployment as part of Task Group 317.2. The task group visited a number of African ports on their way to the Far East and Indian Ocean, including South Africa, a visit that caused some controversy back in the UK at the time. The task group visited a variety of ports in the Far East and took part in a number of exercises. ""Achilles"" was active as a radio relay vessel during the fall of South Vietnam.",Human,Wikipedia,English,,,1
Canada AM,"""Canada AM"" underwent a format change on January 28, 2008, which saw the show expand to six hours of live programming between 6 a.m. and noon ET every weekday. Local CTV stations across the country aired ""Canada AM"" live between 6 and 9 a.m. local time (7 and 10 a.m. Atlantic Time, 7:30 and 10:30 a.m. Newfoundland Time), while the complete six-hour, live edition aired on CTV Newsnet. Between 6:00 and 6:30 am ET was ""Early Edition"", originally aired only in the Eastern, Atlantic and Newfoundland time zones, while it still aired on CTV Newsnet.",Human,Wikipedia,English,,,1
Joan Crawford,"Crawford appeared in ""The Unknown"" (1927), starring Lon Chaney, Sr., who played a carnival knife thrower with no arms. Crawford played his skimpily-clad young carnival assistant whom he hopes to marry. She stated that she learned more about acting from watching Chaney work than from anyone else in her career. ""It was then"", she said, ""I became aware for the first time of the difference between standing in front of a camera, and acting."" Also in 1927, she appeared alongside her close friend, William Haines, in ""Spring Fever"", which was the first of three movies the duo made together.",Human,Wikipedia,English,,,1
Water vapor,"Water vapor is a relatively common atmospheric constituent, present even in the solar atmosphere as well as every planet in the Solar System and many astronomical objects including natural satellites, comets and even large asteroids. Likewise the detection of extrasolar water vapor would indicate a similar distribution in other planetary systems. Water vapor is significant in that it can be indirect evidence supporting the presence of extraterrestrial liquid water in the case of some planetary mass objects.",Human,Wikipedia,English,,,1
Eubulides,"These paradoxes were very well known in ancient times, some are alluded to by Eubulides' contemporary Aristotle and even partially by Plato. Aulus Gellius mentions how the discussion of such paradoxes was considered (for him) after-dinner entertainment at the Saturnalia, but Seneca, on the other hand, considered them a waste of time: ""Not to know them does no harm, and mastering them does no good.""",Human,Wikipedia,English,,,1
"Peter, Paul and Mary","They recorded their debut album, ""Peter, Paul and Mary"", the following year. It included ""Lemon Tree"", ""500 Miles"", and the Pete Seeger hit tunes ""If I Had a Hammer"" (subtitled ""The Hammer Song"") and ""Where Have All the Flowers Gone?"". The album was listed in the ""Billboard Magazine"" Top Ten for 10 months, including seven weeks in the No. 1 position. It remained a main catalog-seller for decades to come, eventually selling over two million copies, earning double platinum certification from the RIAA in the United States alone.",Human,Wikipedia,English,,,1
My Aim Is True,"The album cover was designed by Barney Bubbles, who was uncredited on the sleeve. The cover art features rows of tiny black and white checks (surrounding the photo of Costello) on which the phrase ""Elvis Is King"" is written. Costello's pose on the cover would become an iconic look for him, with the Buddy Holly glasses and the knees bent inwards together. He struck a similar pose in the photo on the back of the original sleeve.",Human,Wikipedia,English,,,1
Oxygen,"Uptake of from the air is the essential purpose of respiration, so oxygen supplementation is used in medicine. Treatment not only increases oxygen levels in the patient's blood, but has the secondary effect of decreasing resistance to blood flow in many types of diseased lungs, easing work load on the heart. Oxygen therapy is used to treat emphysema, pneumonia, some heart disorders (congestive heart failure), some disorders that cause increased pulmonary artery pressure, and any disease that impairs the body's ability to take up and use gaseous oxygen.",Human,Wikipedia,English,,,1
Model car,"Commercial versions of the promos were also marketed and sold in retail stores like Zayre and Murphy USA from the early 1960s, up until around 1973. Differences from dealer promos were lack of manufacturer's official paint schemes and often the addition of a friction motor located on the front axle, noticeable by the studded white vinyl gear that protruded around the axle (and through the oil pan). However, they were painted and looked just as attractive as dealer promos.",Human,Wikipedia,English,,,1
"St. Michael-Sidman, Pennsylvania","In the CDP, the population was spread out, with 19.8% under the age of 18, 8.2% from 18 to 24, 27.3% from 25 to 44, 22.7% from 45 to 64, and 21.9% who were 65 years of age or older. The median age was 42 years. For every 100 females, there were 87.8 males. For every 100 females age 18 and over, there were 86.6 males.",Human,Wikipedia,English,,,1
Hybrid instrument,"In the United Kingdom, a hybrid instrument (or hybrid bill) is a public bill proposing a law which affects the private interests of a particular person or organisation. It is generally initiated by the government on behalf of non-parliamentary bodies such as local authorities and is treated like a private bill for the beginning of its passage through the Parliament of the United Kingdom. This gives individuals and bodies an opportunity to oppose the bill or to seek its amendment before a select committee in either or in both Houses. The bill is then treated as a public bill.",Human,Wikipedia,English,,,1
Socialism,"The [[Marxian economics|Marxian economist]] [[Richard D. Wolff]] argues that ""re-organising production so that workers become collectively self-directed at their work-sites"" not only moves society beyond both capitalism and [[state socialism]] of the last century, but would also mark another milestone in human history, similar to earlier transitions out of slavery and feudalism. As an example, Wolff claims that [[Mondragon Corporation|Mondragon]] is ""a stunningly successful alternative to the capitalist organisation of production"".",Human,Wikipedia,English,,,1
Deneb,"Deneb is a bluish-white star of spectral type A2Ia, with a surface temperature of 8,500 kelvin. Since 1943, its spectrum has served as one of the stable references by which other stars are classified. It is the prototype of a class of variable stars known as Alpha Cygni variables. Its surface undergoes non-radial fluctuations which cause its brightness to vary by up to 0.15 magnitude with no clear periodicity, and the spectral type to change slightly.",Human,Wikipedia,English,,,1
Freedom of association,"Jeremy McBride argues that respect for the freedom of association by all public authorities and the exercising of this freedom by all sections of society are essential both to establish a ""genuine democracy"" and to ensure that, once achieved, it remains ""healthy and flourishing"". In this regard he sees the formation of political parties as a significant manifestation of the freedom of association.",Human,Wikipedia,English,,,1
Pope Paul VI,"Pope Pius XII revealed at the 1952 secret consistory that both Montini and Tardini had declined appointments to the cardinalate and in fact Montini was never to be made a cardinal by Pius XII, who held no consistory and created no cardinals from the time he appointed Montini to Milan and his own death four years later. After Angelo Roncalli became Pope John XXIII, he made Montini a cardinal in December 1958.",Human,Wikipedia,English,,,1
Walter Tetley,"In 1971, after several more years' voiceover work, Tetley was seriously injured in a motorcycle accident and used a wheelchair for the rest of his life. Numerous sources have suggested Tetley may have lost his southern California home in the same period and lived out his days in a trailer. He died in 1975 at age 60, having never fully recovered from his injuries. His interment was in Chatsworth's Oakwood Memorial Park.",Human,Wikipedia,English,,,1
Struan's,"The Struan family and their company Struan's (also called the Noble House) is a fictional family featuring heavily in many of the Asian Saga novels by writer James Clavell. The family plays an important role in the novels ""Tai-Pan"", ""Noble House"", ""Gai-Jin"", and ""Whirlwind"". ""Tai-Pan"" is the first book about the Struan family, although it is preceded by ""Shōgun"" in the Asian saga.",Human,Wikipedia,English,,,1
School voucher,"A school voucher, also called an education voucher, in a voucher system, is a certificate of government funding for a student at a school chosen by the student or the student's parents. The funding is usually for a particular year, term or semester. In some countries, states or local jurisdictions, the voucher can be used to cover or reimburse home schooling expenses. In some countries, vouchers only exist for tuition at private schools.",Human,Wikipedia,English,,,1
"Spray, Oregon","The median income for a household in the city was $23,250, and the median income for a family was $24,500. Males had a median income of $19,250 versus $20,000 for females. The per capita income for the city was $14,955. There were 11.4% of families and 21.0% of the population living below the poverty line, including 43.5% of under eighteens and 13.2% of those over 64.",Human,Wikipedia,English,,,1
Châtelperronian,"Scholars who question its existence claim that it is an archaeological mix of Mousterian and Aurignacian layers. The Châtelperronian industry may relate to the origins of the very similar Gravettian culture. French archaeologists have traditionally classified both cultures together under the name Périgordian, ""Early Perigordian"" being equivalent to the Châtelperronian and all the other phases corresponding to the Gravettian, though this scheme is not often used by Anglophone authors.",Human,Wikipedia,English,,,1
Jack Sheppard,"By 1722, Sheppard was showing great promise as a carpenter. Aged 20, he was a small man, only 5'4"" (1.63 m) and lightly built, but deceptively strong. He had a pale face with large, dark eyes, a wide mouth and a quick smile. Despite a slight stutter, his wit made him popular in the taverns of Drury Lane. He served five unblemished years of his apprenticeship but then began to be led into crime.",Human,Wikipedia,English,,,1
Markopoulo Olympic Shooting Centre,"The Markopoulo Olympic Shooting Centre was the site of the shooting events at the 2004 Summer Olympics in Athens, Greece. The venue is located in Markópoulo, on the outskirts of the eastern suburbs of Athens. It has a seating capacity of 4,000, though a public capacity of only 2,330 for the Olympics. The venue was completed in March, 2004 and officially opened on August 2, 2004, shortly before the beginning of the Olympics.",Human,Wikipedia,English,,,1
String trimmer,"The typical two-cycle engine used on string trimmers pollutes heavily due to incomplete combustion in the cylinder. This results in unburned fuel escaping through the exhaust system and into the environment. US emission standards specifically limit emissions from small engines. Electric models produce no emissions at the point of use. Battery-powered units typically use small or large sealed lead acid, nickel metal hydride, or lithium ion batteries.",Human,Wikipedia,English,,,1
"Aspinwall, Pennsylvania","In the borough the population was spread out, with 18.3% under the age of 18, 5.3% from 18 to 24, 34.1% from 25 to 44, 23.1% from 45 to 64, and 19.2% who were 65 years of age or older. The median age was 40 years. For every 100 females, there were 76.5 males. For every 100 females age 18 and over, there were 73.4 males.",Human,Wikipedia,English,,,1
Salt Lake City Weekly,"In 2004, ""City Weekly"" published a series of articles criticizing embattled Salt Lake County mayor Nancy Workman. Workman was acquitted of criminal charges for misuse of County funds, but was forced out as a candidate by vote of the Salt Lake County Republican Party Central Committee. The Central Committee then proceeded to nominate and accept by acclamation candidate and developer Ellis Ivory. In the ensuing election Ivory was defeated by Democrat Peter Corroon.",Human,Wikipedia,English,,,1
"Tilden, Wisconsin","In the town, the population was spread out with 28.9% under the age of 18, 8.8% from 18 to 24, 29.5% from 25 to 44, 23.5% from 45 to 64, and 9.4% who were 65 years of age or older. The median age was 36 years. For every 100 females, there were 110.1 males. For every 100 females age 18 and over, there were 108.1 males.",Human,Wikipedia,English,,,1
Catamaran,"Large merchant vessels have a Fn between one and zero, whereas higher-performance powered catamarans may approach 2.5—denoting a ""higher speed"" per unit volume for ""catamarans"". Each type of vessel has a corresponding calm water transportation efficiency, with large transport ships being in the range of 100–1,000, compared with 11-18 for transport catamarans—denoting a ""higher efficiency"" per unit of payload for ""monohulls"".",Human,Wikipedia,English,,,1
"Blind Lake Township, Cass County, Minnesota","In the township the population was spread out with 40.9% under the age of 18, 2.3% from 18 to 24, 29.5% from 25 to 44, 12.5% from 45 to 64, and 14.8% who were 65 years of age or older. The median age was 34 years. For every 100 females, there were 114.6 males. For every 100 females age 18 and over, there were 108.0 males.",Human,Wikipedia,English,,,1
K2,"A 1986 expedition led by George Wallerstein made an inaccurate measurement incorrectly showing that K2 was taller than Mount Everest, and therefore the tallest mountain in the world. A corrected measurement was made in 1987, but by that point the claim that K2 was the tallest mountain in the world had already made it into many news reports and reference works.",Human,Wikipedia,English,,,1
