title,text,write_by,domain,language,method,LLM_model,label
"Everett, Massachusetts","There were 15,435 households in Everett, Massachusetts. Of these, 27.6% had children under the age of 18 living with them. Forty-one-point-eight percent were married couples living together. Meanwhile, 15.2% had a female householder with no husband present, and 38.1% were non-families. Thirty-one-point-three percent of all households were individuals living alone or comprised of roommates. The median",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Interstate 35,"I-35 northbound begins at a traffic-signaled intersection with Business Spur I-35 in Laredo, Texas, just north of the Rio Grande and the international border. The highway then passes through the heart of Laredo before merging with I-35E and I-35W. Heading north, the interstate passes through San Antonio, Austin, and Waco, connecting these major cities in Central Texas. The route continues through the scenic Hill Country region, eventually reaching the Twin C",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Piscataway, New Jersey","The name Piscataway may be derived from the area's original Native American residents, transplants from near the Piscataqua River defining the coastal border between New Hampshire and Maine. These Lenape people are believed to have called the area ""Pisgataway,"" meaning ""clearing where the opposite shores are visible"" or ""the clearing across the water."" European settlers arrived in the 1600s, establishing farms and trading posts along the Raritan River. Piscataway grew as",Ai,Wikipedia,English,Continue,open-mistral-7b,0
John Hancock,"Hancock served in Congress through some of the darkest days of the Revolutionary War. The British drove Washington from New York and New Jersey in 1776, which prompted Congress to flee to Baltimore, Maryland. Hancock and Congress faced numerous challenges during this period. They worked to raise troops, secure supplies, and draft critical documents, such as the Declaration of Independence. Despite these difficulties, Hancock remained dedicated to the cause of liberty. He played a key role in securing foreign alliances,",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Mike Easley,"A Democrat, Easley ran unsuccessfully in that party's 1990 primary for the U.S. Senate; he lost to former Charlotte mayor Harvey Gantt, who himself lost to incumbent Jesse Helms. Easley's political aspirations, however, were not quelled. He continued to build a reputation as a formidable political figure in North Carolina. In 1992, Easley was elected to the North Carolina State Senate, representing Mecklenburg",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Microcell,"Microcells are a type of wireless communication cell site, which provide coverage to small geographic areas. Typically, the range of a microcell is less than two kilometers wide, whereas standard base stations may have ranges of up to 10 kilometers. Microcells are commonly used in urban environments where high population density requires increased capacity and improved signal quality. They can be installed on buildings or other structures, and their small size allows for discreet integration into the urban landscape. Microcell technology enables operators to provide better coverage and capacity",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Speakers' Corner,"The first official Speakers' Corner outside London opened in Nottingham in 2009. It was officially inaugurated by Jack Straw, the UK Justice Secretary, on 22 February 2009. The Nottingham Speakers' Corner, located in Forest Recreation Ground, mirrors the traditional London Speakers' Corner in Hyde Park, allowing free speech and open debate. The design includes a wooden platform, a flagpole, and a microphone, providing a space for individuals to",Ai,Wikipedia,English,Continue,open-mistral-7b,0
USS Arizona (1858),"The USS Arizona (1858), a 22-gun steam sloop-of-war, played an important role in strengthening Admiral David Farragut's drastically reduced force during the Battle of Mobile Bay on August 5, 1864. After rendezvous with Farragut's flagship, the USS Hartford, ""$Arizona"" proceeded to Berwick Bay to join a naval force blockading the Mississippi River. Her timely arrival enabled Farragut to",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Bernard Loiseau,"In the late 1990s, a new form of Asian-inspired ""fusion cuisine"" swept France, catering to an international corporate class and pleasing trend-driven ""foodies"" (a neologism of the time). Amidst this culinary wave rose Bernard Loiseau, a renowned French chef known for his traditional techniques and unwavering commitment to gastronomic purity. Loiseau, born in 1953 in the Burgundy region",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Foreign relations of Argentina,"After nearly twenty years of intermittent negotiations with the United Kingdom, the military dictatorship in Argentina invaded and occupied the British-controlled Falkland Islands and adjoining archipelagos on 2 April 1982. The Falklands War ensued, with international condemnation of Argentina's actions. The United Nations Security Council passed Resolution 502, demanding the immediate withdrawal of Argentine forces and the restoration of the previous state of affairs. The UK launched a military campaign to",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Bodie, California","Bodie was first described as a ""ghost town"" in 1915. In a time when auto travel was on the rise, many adventurous tourists sought out the abandoned gold mining town in the eastern Sierra Nevada mountains of California. Founded in 1859 during the California Gold Rush, Bodie once thrived with over 10,000 residents, numerous businesses, and over 2,000 buildings. However, by the early 1900s, the town had",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Francesco Crispi,"Meanwhile, Cavour stated that in Southern Italy, there would be no acceptance of anything but the unconditional annexation to the Kingdom of Sardinia through plebiscite. Crispi, who still had supporters in the region, sought a diplomatic solution. He believed that the Italian unification movement could gain legitimacy through a gradual process of annexation, rather than through force. Despite his opposition to Cavour's methods, Crispi continued to work towards Italian unification. He formed the Right",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Karl Wilhelm Ramler,"Ramler was born in Kolberg, Pomerania, in 1707. After completing his studies at the University of Halle, he moved to Berlin in 1748, where he was appointed professor of mathematics and physics at the Friedrichswerther Gymnasium. Ramler's academic career was marked by his extensive research in mathematics, astronomy, and geodesy. He authored several influential works, including ""Elementa Astronomiae"" and ""Geodetisches Handbuch,"" which",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Restoration comedy,"""Restoration comedy"" is English comedy written and performed in the Restoration period from 1660 to 1710. Comedy of manners is used as a synonym of Restoration comedy. After public stage performances had been banned for 18 years by the Puritans during the Commonwealth and Protectorate eras, the Restoration brought about a resurgence of theatre. These plays often dealt with the complexities of love and relationships, using wit and satire to critique the behaviors and fash",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Henry W. Coe State Park,"Henry Coe State Park, located in the Diablo Range of California, is a popular destination for outdoor enthusiasts. Beyond its picturesque day-use areas and campgrounds, Henry Coe also provides exceptional backpacking opportunities. The park is so large and there are so many roads and trails, that one could plan a route covering a diverse range of landscapes, from oak woodlands to grasslands and chaparral. Backpackers can enjoy solitude in the park's remote areas, discover hidden gems like Panther G",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Yellowknife,"In 2016, the average household size in Yellowknife, Northwest Territories, Canada, was 2.7, with the majority of the population having either one or two children. In 2015, the average household income was CAD 76,000, placing Yellowknife among the highest-earning communities in the country. The city's economy is driven by mining, government, and tourism sectors. Yellowknife's unique location lies on the shores of Great",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Adaptive optics,"is said to be ""closed loop"" in adaptive optics systems. In open loop operation, the wavefront sensor detects the error and sends the correction command directly to the deformable mirror or other wavefront correcting element. The mirror then adjusts to correct the error. However, since the mirror does not receive feedback on the effectiveness of the correction, errors can accumulate over time. In closed loop operation, the wavefront sensor detects the error before and after the correction. The mirror receives feedback on the correction's effectiveness",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Keesler Air Force Base,"When the War Department activated Keesler Field in June 1941, not only was Keesler getting a technical training center, but it would be getting one of the Army's newest replacement, or basic training centers. This dual mission made Keesler a significant installation in the Gulf Coast region of Mississippi. The base was named after Major General Frank Keesler, who had served as the Adjutant General of the Mississippi National Guard. Over the next several years, Keesler grew rapidly, with the construction of",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Szczebrzeszyn,"In the early 19th century, Szczebrzeszyn experienced a renewed significance as the Zamoyski family, once resided in Zamość, began to transfer various functions to this ancient city. The provincial school was relocated from Zamość to Szczebrzeszyn in 1816, marking the beginning of a new educational era. The relocation brought an influx of students and teachers, contributing to the growth and development of the city. In addition, the city",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Economy of Peru,"Peru's economy is diverse, with a mix of agriculture, mining, manufacturing, and services sectors. The country divides its population into five socio-economic classes: A-E. With A representing the rich, B the upper middle class, C the middle class, D the working class and low-income earners. Peru's economy grew robustly between 2002 and 2013, averaging over 6% per year. However, growth slowed in 2014 due to",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Nymphaea,"This is one of several genera of plants known commonly as lotuses. It is not related to the legume genus ""Lotus"" or the Chinese and Indian lotuses of genus ""Nelumbo."" It is closely related to the water lilies, with over 70 known species. The Nymphaea genus is native to various parts of the world, including Africa, Central America, and Asia. The large, circular leaves of Nymphaea plants float on the surface of the water, while the elegant flowers",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Parramatta Road,"The colony's first stage coach, valued at £300, was imported in 1821 but did not begin regular service until 1823. The stage left Sydney at 7am, travelling along Parramatta Road towards Parramatta. The journey took approximately two hours and thirty minutes, arriving in Parramatta at 9:30am. The return journey commenced at 1pm, allowing for a brief stop in Parramatta. This crucial transportation link facilitated the movement of goods and",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Saracen,"By the 12th century, Medieval Europeans had more specific conceptions of Islam and used the term ""Saracen"" as an ethnic and religious marker. In some Medieval literature, Saracens—that is, Muslims—were portrayed as fierce warriors and noble enemies, while in others they were depicted as cruel and barbaric foes. Regardless of the depiction, the term ""Saracen"" came to symbolize the Other, the outsider, the enemy in the Christian crusading",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Official scorer,"Criticism of scoring decisions dates to the earliest days of the game. Some historians claim that Joe DiMaggio's record 56-game hitting streak in 1941 was made possible by the leniency of official scorers. During the game on May 15, 1941, DiMaggio grounded a ball to the shortstop, who threw to first base for the out. However, the official scorer ruled it a base hit due to an errant throw by the first bas",Ai,Wikipedia,English,Continue,open-mistral-7b,0
E,"In the orthography of many languages, the letter 'E' represents various sounds. In English, it primarily represents the monophthong vowel sound as in 'bet,' 'bed,' and 'ebb.' However, in other contexts, it can represent the diphthong sounds as in 'eath,' 'eauge,' and 'seem.' Additionally, 'E' can represent the schwa sound, which is an unstressed, neutral vowel sound as in 'about,' 'against,' and",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"St John's College, Cambridge","The men of the choir, or choral scholars, at St John's College, Cambridge, form their own close harmony group, The Gentlemen of St John's. Their repertoire spans the 15th to the 21st centuries, performing at various college events and concerts. The group's rich sound and polished technique reflect the high standards of music education at St John's. The choir and The Gentlemen of St John's have a long history of collaboration with renown",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Willisville, Illinois","The small, rural village of Willisville, located in Illinois, USA, had a population of 694 as of the year 2000 census. This figure represented 270 households and 194 families. The population density was high at 1,840.4 people per square mile (705.1/km²), reflecting the concentration of residents within the village. Housing consisted of 295 units, with a mix of single-family homes and multi-unit",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Cassadaga, New York","Hunting is a cherished tradition in Cassadaga, New York, drawing both visitors and residents. The community's rich natural resources offer prime conditions for hunting small and large game. This is further reflected in the Cassadaga Fire Department's annual gun raffle held in April. An average of 250 firearms are raffled off each year, generating significant community interest and participation. The annual event serves as a fundraiser for the fire department while fostering a sense of camaraderie and shared enthusiasm",Ai,Wikipedia,English,Continue,open-mistral-7b,0
HMS Achilles (F12),"In 1974, HMS Achilles (F12) joined the 3rd Frigate Squadron, and later that year deployed to the Far East on a nine-month deployment as part of Task Group 317.2. The task group visited a number of countries, including Singapore, Thailand, Malaysia, and Indonesia. During this deployment, Achilles played a key role in maintaining regional security and providing humanitarian aid. In Singapore, she took part in the annual International Maritime Defence Exhibition and joined other",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Canada AM,"""Canada AM"" underwent a significant format change on January 28, 2008. The show expanded to six hours of live programming each weekday, broadcasting between 6 a.m. and noon ET. Local CTV stations across the country adopted this new format, providing viewers with more news, interviews, and current affairs content. The extended programming allowed for in-depth coverage of local and national news, as well as more opportunities for viewer interaction. The change was met with positive feedback from audiences,",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Joan Crawford,"Crawford's film debut in ""The Unknown"" (1927) saw her co-star with the legendary Lon Chaney, Sr. In this chilling mystery-thriller, Chaney portrayed a carnival knife thrower with no arms, while Crawford played his young, skimpily-clad carnival assistant. She hoped to marry him, but soon discovered his dark secret. This role provided Crawford with invaluable lessons in acting and the importance of delivering a compelling",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Water vapor,"Water vapor is a relatively common atmospheric constituent, present even in the solar atmosphere as well as every planet in the Solar System and many astronomical objects including natural satellites, comets, and even large asteroids. Water vapor is formed when liquid water is heated to its boiling point, allowing it to transform into a gas. In Earth's atmosphere, water vapor plays a crucial role in the water cycle, contributing to weather patterns and cloud formation. It is also a major greenhouse gas, trapping heat and",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Eubulides,"Eubulides of Miletus, a pre-Socratic philosopher, is best known for his contribution to the field of paradoxes. Around 375 BCE, he presented a series of philosophical conundrums that challenged conventional thinking and provoked intense debates among his contemporaries. These paradoxes were very well known in ancient times; some are alluded to by Eubulides' contemporary Aristotle and even partially by Plato. Aulus Gellius mentions how the discussion",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Peter, Paul and Mary","They recorded their debut album, ""Peter, Paul and Mary,"" the following year, in 1962. The trio's self-titled record was a critical and commercial success, reaching number three on the Billboard 200 chart. The album included the popular hits ""Lemon Tree"" and ""500 Miles,"" as well as Pete Seeger's ""If I Had a Hammer."" The folk-inspired harmonies and socially conscious lyrics of Peter, Paul and Mary reson",Ai,Wikipedia,English,Continue,open-mistral-7b,0
My Aim Is True,"The album cover was designed by Barney Bubbles, who was uncredited on the sleeve. The cover art features rows of tiny black and white checks (surrounding the photo of Costello) on a red background. This minimalist design was a departure from the more elaborate sleeves of the time. The checks symbolized the precision and consistency of Costello's music, while the red background represented the passion and energy that fueled it. The album's title, ""My Aim Is True,"" was written in bold",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Oxygen,"Oxygen is a colorless, odorless gas that makes up about 21% of the Earth's atmosphere. Uptake of oxygen from the air is the essential purpose of respiration in animals and humans, as it is utilized in the body to release energy from food through cellular respiration. In medicine, oxygen supplementation is used to increase oxygen levels in situations where the body's natural ability to extract oxygen from the air is compromised, such as during high-altitude travel, lung diseases, or surgery.",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Model car,"Commercial versions of the promotional model cars were sold in retail stores like Zayre and Murphy USA from the early 1960s, up until around 1973. These model cars were similar to those given away as promotional items but with some notable differences. Retail models often had more detailed paint jobs and larger decals. They also came with instructions, whereas dealer promos usually did not. Some retailers, like Montgomery Ward, even offered model car kits that customers could assemble at home. These",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"St. Michael-Sidman, Pennsylvania","In the CDP of St. Michael-Sidman, Pennsylvania, the population was spread out with diverse age groups. Specifically, 19.8% of the residents were under the age of 18, 8.2% were between 18 and 24, 27.3% fell between 25 and 44, 22.7% were between 45 and 64, and a significant 21.9% were 65 years and older.",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Hybrid instrument,"In the United Kingdom, a hybrid instrument (or hybrid bill) is a public bill proposing a law which affects the private interests of a particular person or organisation. It is generally initiated by the government to address specific issues that require legislative action while minimising disruption to the affected parties. These bills undergo the same parliamentary procedure as other public bills but are subject to different scrutiny and approval processes to protect the interests of those concerned. Hybrid bills have been used for various purposes, such as authorising the construction of infrastructure",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Socialism,"The Marxian economist Richard D. Wolff argues that ""re-organizing production so that workers become collectively self-directed at their work-sites"" not only moves society beyond both capitalism and state socialism of the last century, but also addresses the shortcomings of each system. In this model, known as worker self-management or democratic socialism, workers collectively own and manage the means of production. This approach eliminates the exploitation inherent in capitalism while avoiding the bureaucracy and ineffici",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Deneb,"Deneb is a prominent star in the constellation Cygnus, also known as the Swan. With an apparent magnitude of 1.25, it is one of the brightest stars in the night sky. Deneb is a bluish-white star of spectral type A2Ia, with a surface temperature of 8,500 kelvin. Since 1943, its spectrum has served as one of the stable references by which other stars are classified. Its variable nature, specifically its inst",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Freedom of association,"Jeremy McBride contends that respect for the freedom of association by all public authorities and the exercising of this freedom by all sections of society are essential components of a democratic and just society. Freedom of association allows individuals to come together and form organizations based on shared interests, beliefs, or goals. This freedom is protected under various international human rights instruments and is recognized as a fundamental right in many national constitutions. McBride emphasizes that this freedom extends to various forms of associations, including labor unions, professional organizations, religious",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Pope Paul VI,"Pope Pius XII revealed at the 1952 secret consistory that both Montini and Tardini had declined appointments to the cardinalate. In fact, Montini, who went on to become Pope Paul VI, was never to be elevated to the College of Cardinals under Pius XII's pontificate. Born in Concesio, Italy, in 1897, Montini served as the Archbishop of Milan before his election as Pope in 1963. As Pope, he",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Walter Tetley,"In 1971, after several more years of voiceover work, Tetley was seriously injured in a motorcycle accident and used a wheelchair for the rest of his life. Numerous sources have suggested Tetley may have experienced a decline in work opportunities due to his disability. However, he continued to lend his distinctive voice to various projects, including commercials and cartoons. One of his most notable roles during this period was as the narrator for the children's program ""Wild Kingdom,"" which aired",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Struan's,"The Struan family and their company Struan's, also known as the Noble House, is a fictional entity that plays an important role in many of James Clavell's Asian Saga novels. Originating from Scotland, the Struans are a powerful and influential family with vast business interests in Asia. The patriarch of the family, Thomas Struan-Murray, is a complex character, initially depicted as a cold and calculating businessman, but later revealed to be a man of deep emotions and loy",Ai,Wikipedia,English,Continue,open-mistral-7b,0
School voucher,"A school voucher, also known as an education voucher, is a certificate of government funding for a student at a school of their choice in a voucher system. The funding is typically allocated to cover tuition fees and other education-related expenses. The voucher system was first introduced in the United States in the late 1990s as a means to provide educational opportunities for students in underperforming schools. Supporters argue that vouchers promote competition among schools and offer parents and students greater choice in education",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Spray, Oregon","The median income for a household in Spray, Oregon was $23,250, and the median income for a family was $24,500. Males had a median income of $27,313 versus $20,417 for females. The city's economy is largely dependent on agriculture, logging, and tourism. Spray is located in the high desert region of eastern Oregon, nearby the John Day River and the Ochoco National Forest. The area offers opportunities for outdoor",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Châtelperronian,"Scholars who question its existence claim that the Châtelperronian industry is an archaeological mix of Mousterian and Aurignacian layers. However, French archaeologists have argued for its distinctiveness based on specific tool types and technological innovations. The industry may relate to the origins of the very similar Gravettian culture, with some suggesting that Châtelperronian peoples were the precursors to the Gravettians. The industry is named after the site of Châtelperron in France",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Jack Sheppard,"By 1722, Sheppard was showing great promise as a carpenter. Aged 20, he was a small man, only 5'4"" (1.63 m) and lightly built, but deceptively strong. He had a pale face with large, dark eyes that seemed to hold an unspoken depth. Raised in poverty, Sheppard learned carpentry from a local craftsman. His skillful hands and dedication quickly earned him a reputation in the community",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Markopoulo Olympic Shooting Centre,"The Markopoulo Olympic Shooting Centre was the site of the shooting events at the 2004 Summer Olympics in Athens, Greece. The venue is located in the southern part of the Athenian Riviera, near the coastal town of Markopoulo. The Centre covers an area of approximately 78 hectares and offers a range of shooting facilities, including an air gun range, a smallbore rifle range, and a shotgun range. The complex was built to international standards and has hosted numerous",Ai,Wikipedia,English,Continue,open-mistral-7b,0
String trimmer,"The typical two-cycle engine used on string trimmers pollutes heavily due to incomplete combustion in the cylinder. This results in unburned fuel escaping through the exhaust system and into the environment. US Environmental Protection Agency (EPA) regulations have placed stricter emission standards on small engines, including those used in string trimmers. To meet these requirements, manufacturers have turned to four-stroke engines, which offer more complete combustion and reduced emissions. Four-stroke engines, also known as overhead valve",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Aspinwall, Pennsylvania","In the borough of Aspinwall, Pennsylvania, the population was spread out with 18.3% under the age of 18, 5.3% from 18 to 24, 34.1% from 25 to 44, and 23.1% from 45 to 64. The remaining 19.2% were 65 years and older. The median age was 43.6 years. The median household income was $6",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Salt Lake City Weekly,"In 2004, ""City Weekly,"" an alternative newsweekly based in Salt Lake City, Utah, published a series of articles criticizing embattled Salt Lake County mayor Nancy Workman. Workman was acquitted of criminal charges related to campaign finance violations that year, but the articles brought renewed attention to her controversial tenure. The articles detailed allegations of mismanagement, cronyism, and ethical lapses within Workman's administration, fueling public discontent and calls for her resignation.",Ai,Wikipedia,English,Continue,open-mistral-7b,0
"Tilden, Wisconsin","In the town of Tilden, Wisconsin, the population was spread out with 28.9% under the age of 18, 8.8% from 18 to 24, 29.5% from 25 to 44, 21.6% from 45 to 64, and 11.2% who were 65 years of age or older. The median age was 37.5 years. Tilden is a",Ai,Wikipedia,English,Continue,open-mistral-7b,0
Catamaran,"Each type of vessel has distinct hydrodynamic properties that influence their speed and efficiency. Large merchant vessels have a form factor (Fn) between one and zero, whereas higher-performance powered catamarans may approach 2.5. This value, known as the hydrodynamic efficiency coefficient, denotes a ""higher speed"" per unit volume for catamarans. The multihull design of catamarans, with two parallel hulls, reduces water resistance and allows for greater stability and sail area, making them ideal for sailing",Ai,Wikipedia,English,Continue,open-mistral-7b,0
