title,text,write_by,domain,language,method,LLM_model,label
"Rochester, Pennsylvania","Rochester is a city in Beaver County, Pennsylvania, United States. The population was 3,657 at the 2010 census. Rochester is located on the Ohio River, 18 miles (29 km) northwest of Pittsburgh. The city is home to the Rochester Power Plant, a coal-fired power plant that provides electricity to the Pittsburgh area. Rochester is also home to the Rochester Area School District, which serves the city and the surrounding area.",Ai,Wikipedia,English,Topic,gemini-pro,0
Bernard Katz,"Bernard Katz (March 26, 1911 – April 20, 2003) was a German-British biophysicist and Nobel laureate. Katz shared the 1970 Nobel Prize in Physiology or Medicine with Julius Axelrod and Ulf von Euler for their work on the chemical transmission of nerve impulses. Katz's research focused on the release of neurotransmitters at the neuromuscular junction, and he developed the quantal hypothesis, which states that neurotransmitters are released in discrete packets called quanta.",Ai,Wikipedia,English,Topic,gemini-pro,0
Hedley Verity,"Hedley Verity was an English cricketer who played for Yorkshire and England. A leg-spinner and lower-order batsman, he is widely regarded as one of the greatest bowlers of all time. He played 50 first-class matches during the Second World War, capturing 108 wickets. In all first-class cricket, he took 1,956 wickets at an average of 14.90, with 10 ten-wicket hauls and 100 five-wicket hauls. He also played in three Test matches for England, taking 23 wickets at an average of 13.65, including eight wickets in an innings. Verity was killed in action in 1943.",Ai,Wikipedia,English,Topic,gemini-pro,0
Shibboleth,"Shibboleth is a password or security token used to grant access to a website, building, or other controlled area. It is typically a word or phrase that is easy for authorized users to pronounce but difficult for unauthorized users. The term shibboleth is derived from the Hebrew word for ""stream"" and refers to a story in the Bible in which the Israelites used the word to identify the Ephraimites, who could not pronounce it correctly. Today, shibboleths are used in a variety of contexts, including computer security, military operations, and border control.",Ai,Wikipedia,English,Topic,gemini-pro,0
Herne the Hunter,"Herne the Hunter, also known as Herne the Wild Huntsman, is a legendary figure from English folklore. He is often associated with Windsor Forest in Berkshire and Windsor Great Park. According to legend, Herne was a forester who was transformed into a spectral hunter by Queen Elizabeth I. He is said to ride a white horse and be accompanied by a pack of hounds. Herne is a popular figure in literature and music, and has been featured in many works, including Shakespeare's ""The Merry Wives of Windsor"".",Ai,Wikipedia,English,Topic,gemini-pro,0
Protected area,"A protected area is a clearly defined geographical space, recognized, dedicated and managed, through legal or other effective means, to achieve the long-term conservation of nature with associated ecosystem services and cultural values. Protected areas contribute to the planet's well-being by conserving biological diversity, ensuring the provision of ecosystem goods and services, and supporting cultural values and spiritual beliefs. They also play a vital role in mitigating climate change and conserving natural resources for present and future generations.",Ai,Wikipedia,English,Topic,gemini-pro,0
Varberg,"Varberg is a city in southwestern Sweden, the seat of Varberg Municipality, Halland County. It is located on the Kattegat coast, about 70 km south of Gothenburg and 60 km north of Helsingborg. In 2015, Varberg had a population of 33,098. The city is known for its well-preserved medieval castle, Varberg Fortress, and its beautiful beaches. Varberg is also a popular tourist destination, and its economy is based largely on tourism and the service sector.",Ai,Wikipedia,English,Topic,gemini-pro,0
Garage sale,"Garage sales, also known as yard sales or rummage sales, are events where individuals sell unwanted or used items from their homes or garages. These sales typically offer a wide range of items, including furniture, clothing, toys, books, and household goods. Garage sales are often held in driveways, yards, or garages and are usually organized by the homeowners themselves. They provide an opportunity for people to declutter their homes while earning some extra money. Garage sales are also popular destinations for bargain hunters and collectors seeking unique or vintage items.",Ai,Wikipedia,English,Topic,gemini-pro,0
Zeami Motokiyo,"Zeami Motokiyo (c. 1363-1443) was a renowned Japanese actor, playwright, and theorist of Noh theatre. He is considered one of the most influential figures in the development of Noh, establishing its core principles and aesthetic conventions. Zeami's writings, such as ""Kadensho"" and ""Fūshikaden,"" provide insights into the art of Noh, emphasizing the importance of empathy, elegance, and the pursuit of yūgen, a profound and resonant beauty. His plays, including masterpieces like ""Atsumori"" and ""Hagoromo,"" explore themes of loss, longing, and the transience of life.",Ai,Wikipedia,English,Topic,gemini-pro,0
Eskimo,"The term ""Eskimo"" is an outdated and potentially offensive term for Inuit and Yupik peoples, indigenous groups inhabiting the Arctic regions of Alaska, Canada, Greenland, and Russia. The term originated from a Cree word meaning ""eaters of raw meat"" and was used by European explorers to describe these groups. However, many Inuit and Yupik individuals find the term derogatory and prefer to be referred to by their specific tribal or cultural affiliations. Today, the preferred terms are ""Inuit"" and ""Yupik,"" which reflect the cultural and linguistic diversity of these indigenous communities.",Ai,Wikipedia,English,Topic,gemini-pro,0
Culture of Argentina,"Argentina possesses a diverse and vibrant culture, shaped by a blend of European, indigenous, and African influences. The country's capital, Buenos Aires, is a cosmopolitan metropolis renowned for its thriving arts scene, tango dancing, and football passion. Throughout Argentina, traditional gaucho culture remains strong, particularly in the vast pampas grasslands, where horseback riding and cattle ranching are way of life. The country's literature, music, and cinema have gained international acclaim, showcasing the creative spirit of its people.",Ai,Wikipedia,English,Topic,gemini-pro,0
St John Philby,"St John Philby was a British explorer, writer, and civil servant who converted to Islam and became known as Abdullah Philby. Born in Sri Lanka, he served as an intelligence officer in British India before resigning in protest at British policies. He later traveled extensively in the Arabian Peninsula, becoming a close adviser to Ibn Saud, the founder of Saudi Arabia. Philby's writings on the region, particularly his book ""The Empty Quarter,"" helped to shape Western understanding of the Arabian Peninsula.",Ai,Wikipedia,English,Topic,gemini-pro,0
John Robert Seeley,"John Robert Seeley (1834-1895) was a British historian and political theorist. A Regius Professor of Modern History at the University of Cambridge, he is known for his analysis of British imperialism in ""The Expansion of England"" (1883). Seeley argued that the British Empire was not merely a collection of colonies but an organic whole that had evolved over centuries. He believed that the empire was a vital part of British identity and a source of national strength. Seeley's ideas influenced the development of British imperial policy in the late 19th and early 20th centuries.",Ai,Wikipedia,English,Topic,gemini-pro,0
Ted Danson,"Ted Danson (born December 29, 1947) is an American actor and producer. He is known for his roles as Sam Malone on the NBC sitcom Cheers, Jack Holden on the HBO comedy-drama series Becker, and Michael Westen on the USA Network action-comedy series Burn Notice. Danson has received 17 Primetime Emmy Award nominations, winning twice for Cheers and Becker. He has also won two Golden Globe Awards for Cheers.",Ai,Wikipedia,English,Topic,gemini-pro,0
Quokka,"The quokka is a small marsupial native to southwestern Australia. It is known for its short, dense fur, large feet, and friendly demeanor. Quokkas are often called the ""happiest animal in the world"" because of their constant smiles. Quokkas are herbivores and feed on a variety of plants and grasses. They live in social groups and can often be seen grooming each other or playing. Quokkas are also known for their agility and can often be seen leaping around in the bushes.",Ai,Wikipedia,English,Topic,gemini-pro,0
"Fallbrook, California","Fallbrook is a city in San Diego County, California, United States, located in the northern coastal region of the county. With a population of approximately 31,000, it is known for its rural character and agricultural industry, particularly its avocado and citrus groves. Fallbrook is home to several historical landmarks, including the historic Fallbrook Inn and the Mission San Luis Rey de Francia. It also offers recreational opportunities such as hiking, biking, and horseback riding in the nearby Cleveland National Forest.",Ai,Wikipedia,English,Topic,gemini-pro,0
Lenzburg,"Lenzburg is a municipality in the district of Lenzburg in the canton of Aargau in Switzerland. It is located on the banks of the Aare river, about 25 kilometers west of Zurich. Lenzburg is a historic town, with its origins dating back to the early Middle Ages. The town's most famous landmark is Lenzburg Castle, which was built in the 11th century and is now a museum. Lenzburg is also home to several other historical buildings, including the Town Hall, which was built in the 16th century, and the Reformed Church, which was built in the 18th century.",Ai,Wikipedia,English,Topic,gemini-pro,0
Tadao Ando,"Tadao Ando (born September 13, 1941) is a Japanese architect. Known for his minimalist approach and use of natural materials, Ando's designs often feature concrete structures that harmonize with their surroundings. His notable works include the Church on the Water (1988), the Pulitzer Arts Foundation (2001), and the Chichu Art Museum (2004). Ando has received numerous awards for his work, including the Pritzker Architecture Prize in 1995. He continues to practice architecture and design spaces that celebrate the interplay between light, form, and nature.",Ai,Wikipedia,English,Topic,gemini-pro,0
Tom Coburn,"Tom Coburn (March 14, 1948 – March 28, 2020) was an American physician and politician. A member of the Republican Party, he served as a United States Senator from Oklahoma from 2005 to 2015. Coburn was a conservative and a fiscal hawk, known for his opposition to pork barrel spending and his efforts to reduce the federal deficit. He retired from the Senate in 2015 due to health reasons and died from prostate cancer in 2020.",Ai,Wikipedia,English,Topic,gemini-pro,0
Richard I of England,"Richard I, known as Richard the Lionheart, was King of England from 1189 to 1199. He is remembered primarily for his role as a leader of the Third Crusade. Before becoming king, he joined the French forces resisting King Henry II of England, his father. After his succession to the English throne, Richard spent little time in England, instead fighting in France and on crusade. His nickname, Cœur de Lion (""Lionheart"") reflects his reputation as a brave and skilled military leader.",Ai,Wikipedia,English,Topic,gemini-pro,0
Zafirlukast,"Zafirlukast is a medication used to prevent symptoms of asthma. It belongs to a class of medications called leukotriene modifiers. These medications work by blocking the action of leukotrienes, which are chemicals released by the body during the allergic reaction. By blocking the action of leukotrienes, zafirlukast helps to prevent airway narrowing and inflammation. It is taken by mouth, once or twice a day. Common side effects include headache, nausea, and diarrhea.",Ai,Wikipedia,English,Topic,gemini-pro,0
Wally Schirra,"Wally Schirra, an American naval officer and aviator, was one of the original seven astronauts selected for NASA's Mercury program. He flew on the Mercury-Atlas 8 mission, which orbited Earth six times in 1962, and commanded the Gemini 6A and Apollo 7 missions. Schirra retired from NASA in 1969 and became an author, lecturer, and businessman. He passed away in 2007 at the age of 84. Known for his wit and humor, Schirra was nicknamed ""Schirra the Shirker"" by his fellow astronauts.",Ai,Wikipedia,English,Topic,gemini-pro,0
Adult education,"Adult education encompasses any form of learning that occurs beyond the traditional school years. It encompasses a wide range of activities, from formal courses and workshops to informal learning through self-study or participation in community groups. Adult education aims to improve knowledge, skills, and abilities for personal, professional, or civic development. It provides opportunities for individuals to acquire new knowledge, enhance existing skills, and pursue personal interests. Adult education plays a crucial role in promoting lifelong learning, enabling individuals to adapt to changing job markets and societal needs.",Ai,Wikipedia,English,Topic,gemini-pro,0
Book burning,"Book burning is the intentional destruction of books, usually by burning. It is often carried out as a form of censorship or suppression of ideas. Throughout history, book burning has been used by governments, religious groups, and other organizations to remove or destroy literature that they deem objectionable or offensive. Notable examples include the burning of books in Nazi Germany and the burning of books in China during the Cultural Revolution. Book burning remains a serious problem in many parts of the world today, as it is seen as a way to silence dissenting voices and control the flow of information.",Ai,Wikipedia,English,Topic,gemini-pro,0
The Newlywed Game,"The Newlywed Game is an American television game show in which a panel of celebrity guests attempt to predict the answers of a newlywed couple to questions about their relationship. The show was created by Chuck Barris and first aired on ABC in 1966. It has been revived several times, most recently in 2021 on TBS. The premise of the show is simple: a newlywed couple is asked a series of questions about their relationship, such as ""Who is the better cook?"" or ""Who is more likely to get lost?"" The celebrity guests then try to guess the couple's answers. The couple with the most correct answers wins a prize. The Newlywed Game has been a popular television show for over 50 years. It has been praised for its humor and its insights into the dynamics of marriage.",Ai,Wikipedia,English,Topic,gemini-pro,0
Back walkover,"Back walkover is a gymnastic move in which the gymnast begins standing and swings their legs forward and over their head, landing on their feet with their back arched. The move is often used as a transition between other moves, such as a handstand or a cartwheel. Back walkovers can also be performed as a standalone skill.",Ai,Wikipedia,English,Topic,gemini-pro,0
Davidson's,"Davidson's is a pharmaceutical company based in the United Kingdom. It was founded in 1947 by Scottish pharmacist Alexander Taylor Davidson. The company is known for its over-the-counter medicines, such as Davidson's Moisturising Cream and Davidson's Dental Gel. Davidson's products are available in over 50 countries worldwide. The company is headquartered in Dartford, Kent, England. Davidson's is a subsidiary of the German pharmaceutical company Stada Arzneimittel.",Ai,Wikipedia,English,Topic,gemini-pro,0
Danish language,"The Danish language is a North Germanic language spoken by around 5.6 million people, primarily in Denmark and Southern Schleswig in Germany. It is closely related to Swedish and Norwegian, and the three languages are mutually intelligible to a high degree. Danish is an official language of Denmark, the Faroe Islands, and Greenland. It is also spoken in small communities in Norway, Sweden, Germany, the United States, and Canada. The Danish language has a rich history, dating back to the Viking Age. It has been influenced by a variety of languages, including Old Norse, Low German, and French.",Ai,Wikipedia,English,Topic,gemini-pro,0
Jock Stein,"Jock Stein, born John Stein, was a Scottish football player and manager. As a player, he represented Albion Rovers, Hibernian, and Celtic, winning the Scottish Cup twice with Celtic. As a manager, he led Celtic to nine Scottish league titles, eight Scottish Cups, and six Scottish League Cups, as well as guiding them to victory in the 1967 European Cup, making them the first British club to win the competition. Stein also managed Scotland, leading them to qualification for the 1982 FIFA World Cup, before his untimely death on September 10, 1985.",Ai,Wikipedia,English,Topic,gemini-pro,0
Trams in Melbourne,"Trams in Melbourne, Australia, form an extensive and iconic part of the city's public transport system. The network consists of over 250 kilometers of track, with 24 routes operating across the metropolitan area. Trams have been running in Melbourne since 1884, and their distinctive green and gold livery has become synonymous with the city. Trams play a vital role in providing an efficient and environmentally friendly mode of transport, carrying over 200 million passengers annually. Their frequent and reliable services connect major destinations, including the central business district, inner suburbs, and surrounding municipalities.",Ai,Wikipedia,English,Topic,gemini-pro,0
Ammonius Grammaticus,"Ammonius Grammaticus, a renowned Greek grammarian and lexicographer, flourished in Alexandria during the 5th and early 6th centuries CE. He is primarily known for his monumental work, the ""Onomasticon,"" a comprehensive lexicon that encompasses a vast array of vocabulary and terminology from various fields of knowledge. Ammonius' ""Onomasticon"" played a pivotal role in preserving and transmitting classical Greek literature and scholarship to future generations. His contributions to Greek grammar and lexicography have left an enduring legacy in the study of ancient Greek.",Ai,Wikipedia,English,Topic,gemini-pro,0
Bank of England,"The Bank of England is the central bank of the United Kingdom that was established in 1694. Its functions include issuing currency, setting interest rates, and regulating and supervising the financial system. The Bank is owned by the government and is independent in its decision-making. It plays a key role in maintaining the stability of the UK economy. The Bank of England is headquartered in London and has a staff of around 4,000 people.",Ai,Wikipedia,English,Topic,gemini-pro,0
Duncan II of Scotland,"Duncan II of Scotland, also known as Duncan the Meek, was a Scottish king who ruled from 1094 until his death in 1094. He was the son of Malcolm III and his second wife, Margaret of Wessex. Duncan's reign was a period of relative peace and prosperity, but it was also marked by conflict with his cousin, Donald Bane. Duncan was defeated and killed by Donald Bane in 1094, and Donald Bane became king in his stead.",Ai,Wikipedia,English,Topic,gemini-pro,0
"Barton, Maryland","Barton, Maryland, is an unincorporated community in Allegany County. It is located 10 miles southwest of Cumberland, at the junction of Maryland Route 36 and Maryland Route 522. The community was originally known as Barrelville, after the barrel factory that was located there. In 1852, the name was changed to Barton, in honor of Benjamin Barton, a local landowner and businessman. Barton was a thriving community in the late 19th and early 20th centuries, with a population of over 1,000 people. However, the decline of the coal industry in the area led to a decline in population, and Barton is now a small community with a population of just over 200 people.",Ai,Wikipedia,English,Topic,gemini-pro,0
Discreet Music,"Discreet Music is an album by Brian Eno, released in 1975. It is considered one of the first ambient music albums and has been highly influential in the development of the genre. The album consists of four long, gradually evolving pieces that create a sense of calm and tranquility. Eno used a variety of techniques to create the album's distinctive sound, including tape loops, synthesizers, and processed guitars. Discreet Music has been praised for its innovative sound and its ability to create a sense of space and atmosphere.",Ai,Wikipedia,English,Topic,gemini-pro,0
Christopher II of Denmark,"Christopher II (29 September 1276 – 2 August 1332), of the House of Estridsen, was King of Denmark from 1320 to 1326 and again from 1329 to 1332. He was the eldest son of King Eric V Glipping and Queen Agnes of Brandenburg. His reign was marked by a civil war between him and his brother, Valdemar III, a conflict that weakened the kingdom and led to its conquest by Sweden. Christopher II spent his later years in exile in Germany, where he died in 1332.",Ai,Wikipedia,English,Topic,gemini-pro,0
William Wentworth,"William Charles Wentworth (1790–1872) was an Australian explorer, politician, and journalist. He was a leading figure in the movement for responsible government in New South Wales. In 1813, he explored the Blue Mountains, opening up the vast interior of Australia to European settlement. He also played a key role in the founding of the University of Sydney. Wentworth was a controversial figure, but he was also a brilliant orator and a tireless advocate for the rights of the Australian people.",Ai,Wikipedia,English,Topic,gemini-pro,0
Alfred Jarry,"Alfred Jarry (1873–1907) was a French writer, humorist, and playwright. He is best known for his play ""Ubu Roi"" (1896), a satirical masterpiece that created the grotesque, antiheroic character Ubu. Jarry's work was influenced by Symbolism, Absurdism, and the avant-garde. He was an important figure in the development of French theater and literature. His writings are characterized by their irreverence, absurdity, and poetic imagery.",Ai,Wikipedia,English,Topic,gemini-pro,0
Ontario,"Ontario, the most populous province of Canada, lies in the country's east-central region. With a population of over 15 million, Ontario is home to multicultural urban centers like Toronto, Ottawa, and Hamilton. The province boasts a diverse landscape spanning from the Great Lakes in the south to the Canadian Shield in the north. Major industries include manufacturing, financial services, and tourism. Ontario's capital city, Toronto, is a global financial and cultural hub, hosting the iconic CN Tower and the Royal Ontario Museum.",Ai,Wikipedia,English,Topic,gemini-pro,0
"Lake Cavanaugh, Washington","Lake Cavanaugh is a lake in the U.S. state of Washington. It is located in the Cascade Mountains, approximately 50 miles (80 km) northeast of Seattle. The lake is a popular destination for recreation, including fishing, boating, and camping. It is also home to a variety of wildlife, including bald eagles, osprey, and deer. The lake was formed by the retreat of glaciers during the last ice age. It is fed by several small streams and rivers, and its outlet is the South Fork of the Stillaguamish River.",Ai,Wikipedia,English,Topic,gemini-pro,0
Pale Rider,"Pale Rider is a 1985 American Western film directed by Clint Eastwood, who also stars in the title role as a mysterious preacher who arrives in a gold mining town to avenge the death of a friend. The film is loosely based on the 1975 novel ""The Pale Rider"" by William Goldman. The supporting cast includes Michael Moriarty, Carrie Snodgress, and Richard Dysart. Pale Rider was a critical and commercial success, grossing over $41 million against a production budget of $6.6 million. It was nominated for two Academy Awards, including Best Cinematography.",Ai,Wikipedia,English,Topic,gemini-pro,0
Hudson Institute,"The Hudson Institute is a conservative American think tank based in Washington, D.C. Founded in 1961 by Herman Kahn, the institute conducts research and analysis on a wide range of public policy issues, including national security, international relations, economic policy, and social policy. The Hudson Institute is known for its influential publications, such as ""The Coming War with Japan"" and ""The Nuclear Age: Strategy, Doctrine, and Diplomacy."" The institute has been criticized for its close ties to the military-industrial complex and its support for US interventionism around the world.",Ai,Wikipedia,English,Topic,gemini-pro,0
Chorath,"Chorath is a town in the Kannur district of Kerala, India. It is located on the banks of the Valapattanam River, about 25 kilometers from Kannur city. Chorath is known for its beautiful beaches, such as Muzhappilangad Beach, which is the longest drive-in beach in Asia. The town is also home to several historical sites, including the Chorath Siva Temple and the Pazhassi Raja Fort. Chorath is a popular tourist destination, and it offers a variety of activities for visitors, including swimming, sunbathing, fishing, and boating.",Ai,Wikipedia,English,Topic,gemini-pro,0
On the Origin of Species,"""On the Origin of Species"", published in 1859, is a seminal work by Charles Darwin that revolutionized our understanding of evolution. In this book, Darwin introduced his theory of natural selection, which posits that organisms with advantageous traits are more likely to survive and reproduce, passing on their traits to their offspring. The result is the gradual accumulation of advantageous traits within a population, leading to the evolution of new species. Darwin's work sparked a heated debate and remains a cornerstone of modern evolutionary theory.",Ai,Wikipedia,English,Topic,gemini-pro,0
History of Germany (1945–90),"The post-World War II history of Germany is characterized by the division of the country into East and West Germany, the reconstruction and economic recovery of West Germany, and the political and economic stagnation of East Germany. The Federal Republic of Germany (West Germany) was founded in 1949, and the German Democratic Republic (East Germany) was founded in 1949. The two German states were reunited in 1990.",Ai,Wikipedia,English,Topic,gemini-pro,0
Adaptive Transform Acoustic Coding,"Adaptive Transform Acoustic Coding (ATRAC) is a lossy audio coding format developed by Sony. It was first introduced in 1992 and has been used in a variety of Sony products, including the MiniDisc, PlayStation Portable, and Walkman. ATRAC uses a perceptual audio coding algorithm to reduce the size of audio files while maintaining a high level of audio quality. ATRAC files are typically smaller than MP3 files of the same quality, but they may not be as compatible with all devices.",Ai,Wikipedia,English,Topic,gemini-pro,0
Red-bellied woodpecker,"The red-bellied woodpecker (Melanerpes carolinus) is a medium-sized woodpecker found in eastern North America. It is 20–23 cm (7.9–9.1 in) long with a wingspan of 34–43 cm (13–17 in). The adult has a black back, white rump, and white underparts. The male has a red crown and nape, while the female has a gray crown and nape. The red-bellied woodpecker is a common resident of deciduous and mixed forests. It is a non-migratory bird that can be found in the same area year-round.",Ai,Wikipedia,English,Topic,gemini-pro,0
"Mosquero, New Mexico","Mosquero is a village in San Miguel County, New Mexico, United States. The population was 87 at the 2010 census. It was founded in 1886 as a stop on the Atchison, Topeka and Santa Fe Railway, and was named after the nearby Mosquero Creek. The village is located in the dry grassland region of eastern New Mexico, and the economy is based on ranching and agriculture. Mosquero is home to the Mosquero School, which serves grades K-12, and the Mosquero Public Library. The village is also a popular destination for bird watching, with several species of migratory birds stopping in the area during the spring and fall.",Ai,Wikipedia,English,Topic,gemini-pro,0
Vasbert Drakes,"Vasbert Drakes (born 1956) is a former West Indian cricketer who played seven Tests and 34 One Day Internationals for the West Indies between 1981 and 1994. A right-handed middle-order batsman, Drakes was renowned for his aggressive batting style. He made his Test debut in 1981 against Australia and scored a century in his second Test, against Pakistan in 1982. He was also a useful bowler, taking 23 wickets in Tests at an average of 36.52.",Ai,Wikipedia,English,Topic,gemini-pro,0
George Wyndham,"George Wyndham (1863-1913), British statesman and author, was an important figure in the Conservative Party. He served as Under-Secretary of State for War (1898-1900) and Chief Secretary for Ireland (1900-1905). Wyndham played a key role in the development of the Irish Land Acts, which aimed to improve the lives of Irish tenant farmers. He was also a prolific writer, publishing poetry, fiction, and essays on political and literary topics. Wyndham's untimely death at the age of 49 cut short a promising career.",Ai,Wikipedia,English,Topic,gemini-pro,0
Joseon,"Joseon, also known as the Chosŏn dynasty, was a Korean kingdom that ruled the Korean Peninsula from 1392 to 1910. It was founded by Yi Seong-gye, who overthrew the Goryeo dynasty and established a new capital in Seoul. During the Joseon period, Korea experienced significant cultural and economic development, including the invention of the Korean alphabet Hangeul.",Ai,Wikipedia,English,Topic,gemini-pro,0
Small Faces,"The Small Faces were an English mod and psychedelic rock band from London. They were formed in 1965 and disbanded in 1969. The band consisted of Steve Marriott (vocals, guitar), Ronnie Lane (bass guitar, vocals), Kenney Jones (drums), and Ian McLagan (keyboards, vocals). The Small Faces are best known for their hit singles ""Itchycoo Park"" and ""Lazy Sunday"", both of which reached number one on the UK Singles Chart. They also released a number of successful albums, including ""Ogden's Nut Gone Flake"" and ""Small Faces"". After the band broke up, Marriott went on to form Humble Pie, while Lane and McLagan formed Faces.",Ai,Wikipedia,English,Topic,gemini-pro,0
Imperial Chemical Industries,"Imperial Chemical Industries (ICI) was a British multinational chemical company which began in 1926 with the merger of four leading British chemical companies. During the 1920s, ICI rapidly expanded, establishing operations in several countries and becoming one of the world's largest chemical companies. In 1971, ICI built the largest single chemicals complex in the world at Wilton, Teesside, England. ICI was a major producer of a wide range of chemicals, including petrochemicals, fertilizers, plastics, and paints. In 1992, ICI merged with Zeneca Group to form Zeneca, which was later acquired by AstraZeneca in 2000.",Ai,Wikipedia,English,Topic,gemini-pro,0
IEEE 802.11,"IEEE 802.11 is a set of standards for wireless local area networks (WLANs) from the Institute of Electrical and Electronics Engineers (IEEE). It is commonly known as Wi-Fi. IEEE 802.11 defines the physical layer (PHY) and medium access control (MAC) layer for WLANs. The PHY layer specifies the modulation and coding schemes used for data transmission, while the MAC layer defines the protocols for accessing the wireless medium and managing data transmission. The most common IEEE 802.11 standards are: 802.11a: Uses the 5 GHz frequency band and offers speeds up to 54 Mbps. 802.11b: Uses the 2.4 GHz frequency band and offers speeds up to 11 Mbps. 802.11g: Uses the 2.4 GHz frequency band and offers speeds up to 54 Mbps. 802.11n: Uses the 2.4 GHz and 5 GHz frequency bands and offers speeds up to 600 Mbps. 802.11ac: Uses the 5 GHz frequency band and offers speeds up to 3.46 Gbps.",Ai,Wikipedia,English,Topic,gemini-pro,0
"Moorland, Kentucky","Moorland is a census-designated place (CDP) in Jefferson County, Kentucky, United States. The population was 444 at the 2010 census. Moorland is located in eastern Jefferson County, south of Louisville. The community is bordered by Hurstbourne to the north, Middletown to the east, and Douglass Hills to the south.",Ai,Wikipedia,English,Topic,gemini-pro,0
Dara Ó Briain,"Dara Ó Briain (born 19 February 1972) is an Irish comedian, television presenter, and writer. Born in Dublin, he began his comedy career in the late 1990s, and has since become one of the most popular comedians in the UK and Ireland. Ó Briain is known for his sharp wit and observational humor, and has hosted several popular television shows, including ""Mock the Week"", ""The Panel"", and ""Stargazing Live"". He has also written several books, including ""Tickling the English"" and ""Quantum Physics for Beginners"".",Ai,Wikipedia,English,Topic,gemini-pro,0
