title,text,write_by,domain,language,method,LLM_model,label
Capitaine Lahuche,"Lahuche est le capitaine d'un remorqueur : le Tyran d'eau. Ce bateau a la particularité de ne jamais rien remorquer mais de transporter des passagers. Parmi ceux-ci, on trouve un habitué, un Anglais nommé Hamington. On ne sait pas réellement où cet Anglais veut aller, mais sa présence est bien utile pour financer le carburant du bateau et la nourriture de l'équipage ou pour participer aux corvées du bord. Parfois, le remorqueur se métamorphose en yacht pour croisières de rêve. Bien souvent, il transporte des (savants) fous ou des bandits.",Human,Wikipedia,French,,,1
Unreal Tournament 2003,"En plus des armes standards, certaines armes spéciales ne sont disponibles que dans certains modes de jeux ou par l’intermédiaire d’un « ""mutator"" ». Le translocateur, qui n'est disponible que dans certains modes de jeu, projette par exemple un module jusqu’auquel le joueur peut ensuite se téléporter. De son côté, le fusil shock amélioré (l'instagib) n’est disponible qu’en activant un ""mutator"" spécifique dans lequel celui-ci devient l’unique arme disponible et permet de tuer n’importe quel adversaire en un coup.",Human,Wikipedia,French,,,1
Les Hommes de la mer,"Au cours de la Seconde Guerre mondiale, un cargo irlandais partant des Etats-Unis est chargé de transporter des explosifs jusqu'à Londres. Leur périple inclut une escale aux Antilles. La vie sur la bateau reste la même: beuveries et bagarres sont le quotidien des marins. Des marins commencent à soupçonner sur d'autres marins qui pourraient être des espions allemands, Quant au matelot Olsen, son seul but est de rentrer dans son pays natal: la Suède.Acteurs non crédités :",Human,Wikipedia,French,,,1
Suzanne Clément,"Suzanne Clément est la fille d'un père fonctionnaire et d'une mère secrétaire. Elle est repérée à onze ans par un directeur de casting, et elle joue à douze ans dans la série télévisée ""Les Transistors"". Elle intègre le Conservatoire d'art dramatique de Montréal, et en sort en 1993. Elle obtient ensuite plusieurs rôles dans des séries télévisés, comme ""Les Hauts et les Bas de Sophie Paquin"", dont elle est l'actrice principale, et ""Unité 9"", dans laquelle elle incarne le personnage de Shandy durant la première saison.",Human,Wikipedia,French,,,1
Dietrich Eckart,"Plus tard, il développe une théorie d’un homme d’un génie supérieur, basée sur les écrits de Lanz von Liebenfels ; il se voit lui-même dans la tradition d’Arthur Schopenhauer et d'Angelus Silesius. Il se montre également fasciné par les croyances des mayas. Il apprécie les œuvres de Henrik Ibsen et s’identifie fortement au personnage de ""Peer Gynt"", mais n’éprouve cependant jamais beaucoup de sympathie pour la méthode scientifique.",Human,Wikipedia,French,,,1
Max Euwe,"Il remporta plusieurs tournois internationaux : En 1928, à La Haye, il gagna le championnat du monde amateur disputé en marge des jeux olympiques d'été de 1928. Il remporta trois fois le tournoi d'échecs international d'Hastings. Il gagna en 1923-1924, puis en 1930-1931 (devant Capablanca) et en 1934-1935 (""ex æquo"" avec Flohr et Thomas). En 1934-1935, il devançait Capablanca, Botvinnik et Lilienthal.",Human,Wikipedia,French,,,1
Tolkien Estate,"Le Tolkien Estate est principalement contrôlé par la famille Tolkien, en particulier (jusqu'en ) son fils Christopher Tolkien, qui est son exécuteur testamentaire sur les droits littéraires, son épouse Baillie Tolkien, Simon Tolkien, premier fils de Christopher, Priscilla Tolkien, la fille de Tolkien, et Michael George Tolkien, petit-fils de J.R.R. Tolkien. Christopher est secondé par Cathleen Blackburn, avocate-associée au cabinet Maier Blackburn, et responsable du portefeuille patrimonial fondé par Tolkien avant son décès.",Human,Wikipedia,French,,,1
Matelica,"Après la guerre sociale, la citoyenneté romaine fut étendue d’abord aux Latins, puis aux Ombriens et ensuite à toute la péninsule ; en 70 av. J.-C., Matelica devint municipalité romaine, en construisant sa structure politique sur la ligne de celle de l’Urbe : commandée par un duumvir, aidé par cinq censeurs et un protecteur qui défendait les droits de la ville près de Rome.",Human,Wikipedia,French,,,1
Dinan,"Les fortifications de la ville sont modernisées dans la deuxième moitié du avec l'addition de plusieurs tours d'artillerie. Cela passe par la destruction de la partie des faubourgs située contre les murailles par l'incendie, afin de dégager un glacis. Le Château de Léhon, tout proche, est alors abandonné. Les canons n'ont jamais tiré : le gouverneur de la ville rend les clefs au représentant du roi de France après la bataille de Saint-Aubin-du-Cormier en 1488. Comme toutes les autres villes bretonnes, Dinan est définitivement rattachée au Royaume de France en août 1532.",Human,Wikipedia,French,,,1
Lorik Cana,"Lorik Cana nait en 1983 dans l’actuel Kosovo. En 1992, sa famille fuit le pays en prévision des événements dramatiques à venir, et s’installe en Suisse. Son père Agim Cana finit alors sa carrière professionnelle de footballeur à Montreux, quand son fils Lorik intègre les équipes de jeune du FC Lausanne-Sport. En équipe de jeunes ou en réserve, Cana progresse. Outre son père qui veut faire de lui le grand joueur qu'il n'a été, Cana porte sur lui dès ses quatorze ans l'avenir de toute sa famille restée au Kosovo.",Human,Wikipedia,French,,,1
Maison de Habsbourg (Espagne),"La Maison d'Autriche (en espagnol : ""Casa de Austria"") est le nom qu'a connu la dynastie des Habsbourg régnant sur la monarchie espagnole aux et s : de la """" du durant laquelle Philippe le Beau est reconnu comme roi consort de la Couronne de Castille, laissant ainsi à son beau-père, Ferdinand le Catholique, la Couronne d'Aragon, à la mort sans succession directe de le qui a mené à la guerre de Succession d'Espagne.",Human,Wikipedia,French,,,1
Nicolás Pereira,"Particulièrement prometteur, il remporte en 1988 le tournoi de Roland-Garros, Wimbledon et l'US Open contre respectivement Magnus Larsson, Guillaume Raoux et Niklas Kulti. Il devient champion du monde de l'ITF à l'issue de la saison. La même année chez les seniors, il se distingue en éliminant deux top 30 : Amos Mansdorf et Brad Gilbert. En 1989, il écarte Stefan Edberg, mondial au premier tour du Queen's, puis Tim Mayotte, .",Human,Wikipedia,French,,,1
Al-Khwârizmî,"Diophante d'Alexandrie, considéré comme le « précurseur de l'algèbre », n’est probablement pas connu d'Al-Khwârismî. En effet, la première traduction en arabe des ""Arithmétiques"" n'apparaît que plusieurs décennies après l""Abrégé du calcul par la restauration et la comparaison"", à la fin du , soit près de cinquante ans après la mort d'Al-Khwârismî. Ainsi, son apport avec ce « premier manuel » est tel qu'il conduit parfois à considérer Al-Khwârismî comme « le père de l'algèbre ».",Human,Wikipedia,French,,,1
Percivall Pott,"Percivall Pott (né à Londres le - mort le , à Londres, à 74 ans) est un chirurgien britannique qui est surtout connu pour ses travaux sur la tuberculose des vertèbres (""mal de Pott""). Il a également travaillé sur les fractures et il est passé à la postérité pour avoir été le premier à suspecter le rôle des goudrons dans l'apparition des cancers.",Human,Wikipedia,French,,,1
Ateliers du métro de Paris,"Les ateliers de petite révision (PR) ont pour mission l'entretien courant et le nettoyage des rames. Chaque atelier est en principe raccordé à proximité d'un des terminus de la ligne dont il a la charge. Au terminus, un centre de dépannage des trains permet une surveillance constante du matériel roulant ; en cas d'avarie sur un train, il peut être réparé sur place, ou envoyé en atelier.",Human,Wikipedia,French,,,1
Pointe de Grave,"Les capitaines de ces bateaux doivent prévenir le port autonome de Bordeaux de leur désir de pénétrer dans l'estuaire de la Gironde douze heures au moins avant leur arrivée à la bouée dite d'atterrissage. Cette bouée nommée BXA pour le port de Bordeaux délimite au large de l'estuaire et de Cordouan les eaux profondes des eaux saines, c'est-à-dire sans danger tout autour : elle indique l'axe et le milieu du chenal.",Human,Wikipedia,French,,,1
Affaire des fiches (France),"Une pétition circule à Paris, coordonnée par le général Février, ancien Grand chancelier de l'Ordre. Le , la requête est adressée au général Florentin : ; une plainte est déposée pour faute contre l'honneur. Les signataires, tous titulaires de la Légion d'honneur, comptent dans leurs rangs beaucoup de , des personnalités influentes tel Émile Boutmy, mais également de très nombreux militaires. De fait, c'est un document dangereux pour le gouvernement Combes.",Human,Wikipedia,French,,,1
Âges sombres (cosmologie),"C'est cependant à cette époque reculée que l'obscurité du fond du ciel s'est établie. En effet, le spectre thermique du fond diffus cosmologique fut progressivement décalé vers le rouge par l'expansion, jusqu'à être déplacé dans l'infrarouge. Le fond du ciel devint « noir » pour la première fois, quoique encore très chaud (environ ), parcourant lentement (en des dizaines à des centaines de millions d'années) l'échelle décroissante des températures. C'est pendant les âges sombres que la température du fond diffus cosmologique descendit en dessous de ; et qu'ainsi le fond du ciel devint « froid ».",Human,Wikipedia,French,,,1
Kenny Dalglish,"Lors de la saison 1970-1971, Dalglish continue d'impressionner avec l'équipe réserve où il marque 23 buts. Son équipe gagne le championnat des réserves ainsi que la coupe en disposant en finale de l'ennemi juré, les Rangers. En équipe première, il joue son premier match en coupe d'Europe, le en seizièmes de finale de Ligue des champions contre le Kokkolan Palloveikot, un club finlandais. Il dispute sept matchs dans cette saison.",Human,Wikipedia,French,,,1
Vinyle timecodé,"Le signal timecode est un signal sonore stéréo analogique. La voie de gauche du signal définit la vitesse de rotation du vinyle grâce à un signal sinusoïdal de fréquence constante fo (= 1/To), fréquence de référence en lecture normale (en général aux alentours de mais il existe aussi des versions en ). L'analyse de la fréquence du signal f (= 1/T) par rapport à cette fréquence constante fo permet d'en déduire la vitesse de rotation du vinyle. Si fTo) alors la lecture a été ralentie, si f>fo (ie TVirtualDJ, Rekordbox, VirtualVinyl, Serato, Scratch Live, Traktor Scratch, Mixvibes, Torq, MsPinky.",Human,Wikipedia,French,,,1
Lumparland,"De manière surprenante, la commune est assez prospère. Elle abrite en effet le terminal maritime de Långnäs. Depuis 1999 et la fin du duty-free pour les trajets au sein de l'Union européenne, le trafic maritime ""via"" Åland (qui bénéficie d'une dérogation) a explosé, en raison notamment du coût élevé de l'alcool dans les pays voisins. Le port de Mariehamn étant débordé, le petit terminal local de Långnäs, auparavant dévolu uniquement aux petits bacs locaux, a été nettement agrandi et voit défiler (surtout pendant la nuit) les immenses ferrys reliant Turku, Helsinki et Stockholm.",Human,Wikipedia,French,,,1
Études d'ingénieurs en Suisse,"En Suisse, le titre d'ingénieur est obtenu à partir du Bachelor of Sciences⁴ pour les HES, soit 3 années après la maturité (bac+3) contrairement à beaucoup de pays comme la France qui décernent le titre d'ingénieur seulement après un Master of sciences⁴ (bac+5). Dans les cas d'un diplôme d'une EPF, le titre est obtenu à partir du Master of Sciences, soit 4.5 à 5 années après la maturité (bac+5).",Human,Wikipedia,French,,,1
Christophe de Margerie,"Le 20 octobre 2014 vers (MSK), il meurt à Moscou dans l'accident du Falcon 50 immatriculé F-GLSA (opéré par Unijet) lors du décollage vers Paris alors que l'appareil a heurté un engin de déneigement présent sur la piste. Tous les occupants de l'avion sont morts sur le coup (3 membres d'équipage : Yann Pican, Maxime Rassiat et Ruslana Vervelle et Christophe de Margerie) après le début de la procédure de décollage sur la piste de l'aéroport international de Vnoukovo.",Human,Wikipedia,French,,,1
Église Sainte-Radegonde de Sainte-Radegonde,"Dans la deuxième scène, le couple originel est cette fois vêtu. Ève est en robe longue jusqu'au pied ; Adam est à ses côtés. Leurs regards se tournent vers la gauche, en direction d'un être à tête de fille et au corps d'échassier, qui s'enroule autour d'un arbre-artichaut, d'où s'envole un oiseau effarouché aux ailes à demi-éployées. Un loup noir menaçant cherche au sol sa nourriture.",Human,Wikipedia,French,,,1
Izzy Stradlin,"Izzy Stradlin va à la même école (école spécialisée dans l'art) qu'Axl Rose et c'est là qu'ils font connaissance. Il raconte le premier souvenir qu'il a d'Axl, alors qu'il ne le connaissait pas encore vraiment. C'était le premier jour d'école, en CE2 ou CM1, Izzy était assis en classe, avant une leçon, et tout à coup il y a eu une mêlée. C'est alors qu'Izzy a vu Axl courir dans le hall et un groupe de profs le poursuivre. Après avoir passé son bac, Izzy Stradlin déménage à Los Angeles avec l'idée de former un groupe.",Human,Wikipedia,French,,,1
Charlevoix,"De nombreux saumons de l’Atlantique sautent également dans ses rivières, alors que ses lacs sont un havre pour les truites mouchetées. Des oiseaux migrateurs, tels que le goéland, le canard, l’oie et le limicole, trouvent refuge sur ses branches, ses terres et ses étendues d'eau. Fait à noter, Charlevoix est une région phare quant à l’observation des phoques, des visons et de six espèces de baleine, dont les bélugas.",Human,Wikipedia,French,,,1
Compacité séquentielle,"Cette réciproque est cependant vraie lorsque l'espace métrique est la droite réelle, le plan usuel, ou plus généralement un espace vectoriel réel de dimension finie muni d'une norme : L'article « Théorème de Borel-Lebesgue » en donne une démonstration à partir de la notion de compacité mais on peut aussi en donner une à partir de celle, équivalente ici, de compacité séquentielle :",Human,Wikipedia,French,,,1
Sénat (Espagne),"Le Sénat tient son origine dans le statut royal octroyé en 1834 par la reine Marie-Christine, régente durant la minorité d'Isabelle II. Ce statut a mis en place, pour la première fois en Espagne, la division bicamérale des Cortes, en deux « ordres » : l'ordre des Pairs (""Estamento de Próceres del Reino""), chambre haute, et l'ordre des Procurateurs ou Députés (""Estamento de Procuradores del Reino""), chambre basse.",Human,Wikipedia,French,,,1
Psychédélices,"""Psychédélices"" connaît cependant un succès international, en particulier au Mexique où la sortie de l'album est suivie par celle d'un best-of, ""Tout Alizée"", édité par son ancienne maison de disques Universal—, et totalise ventes dans le monde. Il est soutenu par une tournée internationale, le Psychédélices Tour, qui débute par un concert à Moscou le . Le mois suivant, elle donne cinq représentations au Mexique, dont deux à Mexico et une au stade de Monterrey. D'autres dates en Europe de l'Est et en France (incluant un concert au Grand Rex en octobre) devraient suivre.",Human,Wikipedia,French,,,1
Art safavide,"Le grand bazar est raccordé à l’ancien marché d’un côté et au meydān de l’autre. Du côté ouvrant sur le meydān, sa haute voûte aux arêtes saillantes enserre une structure à plusieurs étages, dont la partie supérieure était réservée à l’orchestre du Shah tandis qu’au-dessous se trouvaient les échoppes et les habitations, disposées selon les métiers. Un décor en mosaïque de céramique témoigne de l’intérêt que portait le Shah à l’architecture civile autant qu’à l'architecture religieuse ou de plaisance.",Human,Wikipedia,French,,,1
Frédéric Le Play,"Le Play est considéré comme une figure importante dans la genèse de la sociologie française, en particulier, en tant que précurseur des enquêtes empiriques et des techniques de collecte de données. Loin de la méthode abstraite des Libéraux, Le Play pratique la méthode concrète de l'enquête et plus précisément de la monographie. Ses principes d'observation et de recherche comparative, ses enquêtes systématiques des milieux ouvriers pratiquées dans toute l'Europe pendant , font de Le Play l'un des premiers sociologues de terrain.",Human,Wikipedia,French,,,1
Friedrich Dürrenmatt,"A 64 ans, Dürrenmatt vit alors un renouveau artistique. Il peint et dessine beaucoup, et en parallèle, il poursuit un travail monumental d’écriture, ""La mise en œuvre"", commencées 20 ans plus tôt. Ces « matières » forment une autobiographie qui mélange souvenirs, fictions et réflexions philosophiques. Elles créent une mosaïque littéraire inclassable, à l’image de son créateur. Peu avant son 70e anniversaire, alors que tout le monde s’affaire à organiser les festivités, Dürrenmatt meurt d’une crise cardiaque, le 14 décembre 1990. Charlotte Kerr a évoqué ses souvenirs de cette période commune dans son livre ""La femme au manteau rouge"".",Human,Wikipedia,French,,,1
Amiens Sporting Club,"Des équipes de jeunes ont aussi été présentes au club tout au long de l'histoire de l'Amiens SC. Elles commencent actuellement à la catégorie U10. Les catégories U17 et U19 sont les deux seules qui possèdent actuellement un championnat national organisé par la Fédération française de football, les deux équipes de l'Amiens SC des U17 et U19 évoluant pour la saison 2013-2014 dans ce championnat national.",Human,Wikipedia,French,,,1
Œuf dur,"Maria Calas raconte les pommes de terre farcies de son enfance: tranche de pain trempé avec du lait et du bouillon, couper des œufs, sel, poivre, faire un pâte avec laquelle on farci la pomme de terre. Les œufs durs entrent dans la composition de la sauce à l'anglaise chaude aux côtés des anchois et des câpres, de la sauce Ravigote (cornichons, câpres, oignons, œufs durs, persil, cerfeuil, moutarde, huile et vinaigre).",Human,Wikipedia,French,,,1
Prince of Persia : Les Sables du Temps,"Le jeu rencontre un immense succès critique et commercial (plus de 2 millions d'exemplaires vendus), et relance la franchise ""Prince of Persia"". Il est le premier épisode de la trilogie dite des « Sables du Temps ». Ses deux suites, """" et """", sont sorties en et . ""Prince of Persia : Les Sables du Temps"" fut adapté au cinéma en 2010 dans un . Un remake du jeu est annoncé et devrait sortir début 2021, sous le nom """".",Human,Wikipedia,French,,,1
Charlemagne,"Charlemagne impose alors le ""Capitulaire De partibus Saxoniæ"" (premier capitulaire saxon), une législation d'exception qui prévoit la peine de mort pour de nombreuses infractions, en particulier pour toute manifestation de paganisme (crémation des défunts, refus du baptême pour les nouveau-nés). Une politique de déportation des Saxons et de colonisation par des Francs a lieu en même temps. La législation d'exception prend fin en 797 (troisième capitulaire saxon), mais la soumission définitive n'est vraiment atteinte qu'en 804.",Human,Wikipedia,French,,,1
Enterprise JavaBeans,"De la version 1.0 à la version 2.1, un EJB était accompagné d'un ou plusieurs fichiers de déploiement écrits en XML qui permettait au serveur applicatif de déployer correctement l'objet au sein d'un conteneur. C'était notamment dans ces fichiers de déploiement que le développeur avait la possibilité de préciser le cadre transactionnel dans lequel l'objet allait s'exécuter. Depuis la version 3.0, le modèle EJB utilise le principe d'annotation Java (meta-données) pour spécifier toute la configuration et les propriétés transactionnelles de l'objet. Le fichier de code source de l'EJB se suffit à lui-même.",Human,Wikipedia,French,,,1
Magnat-Debon,"Le commerce de la motocyclette reprend ses droits, et le salon qui fait référence aux modèles de l’année n’a plus lieu au mois de décembre comme c’était le cas, mais fin octobre, comme aujourd’hui encore. À ce titre, le salon ouvre l’année commerciale qui coïncidait, jusqu’à la guerre, avec l’année administrative de janvier à décembre, et, à partir de 1920, la campagne de vente débute en novembre pour se terminer au salon d’octobre suivant.",Human,Wikipedia,French,,,1
Nicolas II (pape),"Il aurait entrepris durant une dizaine d'années des études importantes, qu'il suivit en Italie et peut-être même à Paris. En janvier 1045, il fut élu évêque de Florence, et élu pape à Sienne le par les soins d'Hildebrand, il fut conduit à Rome par Godefroy le Barbu, frère de son prédécesseur, qui expulsa l'antipape , élevé par la faction de Tusculum. Il commença à affranchir la papauté de la tutelle impériale, et mourut à Florence en 1061.",Human,Wikipedia,French,,,1
Ichtyologie,"Les animaux étudiés par les ichtyologistes sont les poissons osseux (Osteichthyes), les poissons cartilagineux (Chondrichthyes) et les agnathes (différenciés des poissons mais vivant en milieu aquatique). Les poissons ont traversé des millénaires d'évolution, et on recense autant d'espèces que tous les vertébrés regroupés. Si la plupart des espèces sont certainement aujourd'hui connues et décrites, l'étude biologique et la physiologie comportementale des poissons restent un domaine ouvert.",Human,Wikipedia,French,,,1
Uri Geller,"Né à Tel Aviv en Palestine mandataire (aujourd'hui Israël), de parents juifs hongrois et autrichiens. Son père Itzhaak Geller (Gellér Izsák) est sergent de l'armée et sa mère Manzy Freud (Freud Manci) serait une parente éloignée de Sigmund Freud. Il passe son adolescence à Chypre, avant de revenir en Israël. Il affirme avoir participé à la guerre des Six Jours pour ensuite devenir mannequin.",Human,Wikipedia,French,,,1
Toots and the Maytals,"En , Hibbert est blessé à la tête sur scène avec une bouteille de vodka d’1.75L lors d’un concert à Richmond en Virginie pendant un festival. Ses blessures provoquent une commotion et nécessitent six agrafes. Après l’agression, le chanteur annule tous les concerts suivants, se justifiant par une peur de son public et le fait qu’il ne se sente plus en sécurité lors de ses spectacles.",Human,Wikipedia,French,,,1
Glanum,"Le site actuel met à jour différents quartiers. Hôtel Renaissance, dit Sade, construit sur la place Favier, face au musée des Alpilles sur les ruines d'un édifice romain (), cette belle bâtisse a d'abord appartenu aux à la famille de Fos, comtes de Provence, dont une fille épousa un membre de la famille de Sade, branche d'Eyguières, avant d'être un centre occupé par les réformés du .",Human,Wikipedia,French,,,1
Villenauxe-la-Petite,"L’organisation de la distribution de l’eau potable, de la collecte et du traitement des eaux usées et pluviales relève des communes. La loi NOTRe de 2015 a accru le rôle des EPCI à fiscalité propre en leur transférant cette compétence. Ce transfert devait en principe être effectif au , mais la loi Ferrand-Fesneau du a introduit la possibilité d’un report de ce transfert au .",Human,Wikipedia,French,,,1
Briec,"En 1898, Henri Ponthier de Chamaillard, sénateur, qui proteste contre la suspension du traitement du curé, M. Poulhazan, affirme : « La commune de Briec est une des communes les plus catholiques du département du Finistère ». Le curé venait d'ouvrir une école privée catholique, ce qui avait eu comme conséquence de vider l'école laïque d'une bonne partie de ses élèves (140 élèves à l'école catholique contre 47 à l'école publique) et le gouvernement lui reprochait des manœuvres d'intimidation pour inciter les parents à inscrire leurs enfants à l'école privée. Louis Delobeau, sénateur-maire républicain de Brest, lui répond :",Human,Wikipedia,French,,,1
Gorges de l'Ardèche,"Les gorges de Ardèche sont des gorges pittoresques, haut lieu touristique provençal du département de l'Ardèche et, dans leur cours inférieur, frontalier de celui du Gard. Elles forment un important canyon d'une trentaine de kilomètres, creusé par la rivière Ardèche dans le plateau calcaire, entre le pont d'Arc de Vallon-Pont-d'Arc et Saint-Martin-d'Ardèche, et peuvent être descendues en canoë-kayak, ou par sentier de randonnée, ou suivies du côté nord par la route touristique D 290, aménagée à travers la garrigue avec onze belvédères panoramiques. Elles sont classées réserve naturelle nationale depuis 1980, avec la réserve naturelle nationale des gorges de l'Ardèche.",Human,Wikipedia,French,,,1
Transport léger guidé de Caen,"Les deux lignes effectuent leur parcours en environ pour chaque ligne ( pour la ligne A, pour la ligne B), et offrent chacune une fréquence de huit minutes en semaine entre et , le samedi de douze minutes de à puis dix minutes entre et , elle était plus variable en dehors de cette tranche et les dimanches et fêtes. Le parcours commun des deux fait que, sur ce tronçon, la fréquence était de quatre minutes en semaine et de cinq minutes le samedi entre les stations ""Copernic"" et ""Poincaré"". La vitesse commerciale était de .",Human,Wikipedia,French,,,1
Rian Malan,"Stéphanus Malan, le grand-père de Rian Malan, s'était installé à Calvinia dans la province du Cap. Il était un partisan du parti sud-africain de Jan Smuts alors que son fils, Adriaan Malan, né en 1920, un partisan du parti national qui avait rallié l' ""Ossewa Brandwag"" (la sentinelle du char à bœufs), une formation d'extrême droite, au début de la Seconde Guerre mondiale. Jeune professeur de mathématiques à Queenstown, Adriaan Malan rencontra une anglophone qu'il épousa formant un couple inter-racial anglo-afrikaner et le couple s'installa à Johannesbourg où naquirent Neil Malan en 1952 et Rian Malan en 1954.",Human,Wikipedia,French,,,1
Ann Arbor,"La ville est connue historiquement, avec Chicago et Madison, en tant que base importante du militantisme de gauche dans le Midwest des années 1960. Alan Haber a fondé le groupe d'étudiants d'extrême gauche Students for a Democratic Society à l'université du Michigan en 1960. John Sinclair, un membre fondateur de l'organisation d'extrême gauche White Panther Party a vécu là-bas. Au cours des dernières années, l'augmentation du coût de la vie a contraint la plupart des éléments de la contre-culture à se déplacer vers la ville voisine de Ypsilanti.",Human,Wikipedia,French,,,1
Juan Ginés de Sepúlveda,"Sepúlveda commence ses études à Cordoue puis à partir de 1511 les continue à Alcala de Henares où il obtient le titre de bachelier des arts. Il poursuit ses études à Bologne en 1515, se spécialisant dans la philologie. Il se lie avec l'humaniste Luis de Lucena ainsi que, à Rome dans les années 1520, Jules de Médicis et le pape Adrien VI.",Human,Wikipedia,French,,,1
Victor Hugo,"Victor Hugo était convaincu que « l’élargissement de la civilisation » européenne au reste du monde amenait la littérature à s’adresser à tous les hommes et que donc « les conditions, jadis étroites, de goût et de langue » n’avaient plus de raison d’être. « En France, explique-t-il à l’éditeur italien des ""Misérables"", certains critiques m’ont reproché, à ma grande joie, d’être en dehors de ce qu’ils appellent le goût français ; je voudrais que cet éloge fût mérité ».",Human,Wikipedia,French,,,1
Indonésie,"La petite délinquance est assez répandue en Indonésie malgré une loi qui autorise la peine de mort à partir de faits tels que le trafic de drogue. L'administration pénitentiaire dispose de 527 prisons d’une capacité maximale théorique d’environ détenus mais en accueille, début 2010, . Le spectre du terrorisme plane sur le pays depuis le très médiatisé attentat de Bali de 2002.",Human,Wikipedia,French,,,1
